,county,state,hazard score,wildfire,tornado,landslide,hurricane,earthquake,drought,heatwave,avalanche,flood
894,Petroleum County,MT,9,2,1,3,0,1,0,1,0,1
895,Petersburg County,VA,13,1,3,1,3,1,0,1,0,3
896,Person County,NC,12,1,1,3,2,1,0,3,0,1
897,Pershing County,NV,11,3,0,1,0,2,1,3,0,1
898,Perry County,PA,13,1,1,3,2,1,0,2,0,3
899,Perry County,TN,10,1,1,1,2,2,0,2,0,1
900,Perry County,MO,11,1,3,1,0,2,0,2,0,2
901,Perry County,OH,9,1,1,2,0,1,0,2,0,2
902,Perry County,KY,10,1,0,3,1,1,0,2,0,2
903,Perry County,IN,9,1,2,2,0,1,0,2,0,1
904,Perry County,IL,10,1,2,2,0,2,0,2,0,1
905,Perry County,AR,11,1,2,3,0,2,0,2,0,1
906,Perry County,AL,11,2,1,2,2,1,0,2,0,1
907,Perry County,MS,15,3,2,2,3,1,0,2,0,2
908,Perquimans County,NC,12,1,2,1,3,1,0,1,0,3
909,Perkins County,SD,7,1,1,2,0,1,0,1,0,1
910,Perkins County,NE,7,1,2,1,0,1,0,1,0,1
911,Pepin County,WI,10,1,2,2,0,1,0,3,0,1
912,Peoria County,IL,10,1,2,2,0,1,0,3,0,1
913,Penobscot County,ME,8,1,1,1,1,2,0,1,0,1
914,Pennington County,MN,6,1,1,1,0,1,0,1,0,1
915,Pennington County,SD,10,2,1,3,0,1,0,1,0,2
916,Pendleton County,WV,10,1,1,3,1,1,0,2,0,1
917,Pendleton County,KY,11,1,2,2,0,1,0,2,0,3
918,Pender County,NC,15,3,2,1,3,1,0,2,0,3
919,Pend Oreille County,WA,9,3,1,1,0,1,0,2,0,1
920,Pemiscot County,MO,14,1,3,2,0,3,0,3,0,2
921,Pembina County,ND,8,1,2,1,0,1,0,1,0,2
922,Pecos County,TX,8,1,1,1,0,1,0,3,0,1
923,Pearl River County,MS,17,3,3,2,3,1,0,3,0,2
924,Peach County,GA,14,2,3,1,3,1,0,3,0,1
925,Payne County,OK,12,2,3,1,0,1,0,3,0,2
926,Payette County,ID,8,3,1,1,0,1,0,1,0,1
927,Pawnee County,NE,9,1,2,1,0,1,0,3,0,1
928,Pawnee County,KS,10,1,2,2,0,1,0,3,0,1
929,Pawnee County,OK,11,2,2,2,0,1,0,3,0,1
930,Paulding County,OH,8,1,2,2,0,1,0,1,0,1
931,Paulding County,GA,10,1,2,2,1,1,0,1,0,2
932,Patrick County,VA,11,1,1,3,2,1,0,2,0,1
933,Passaic County,NJ,12,1,1,2,2,2,0,1,0,3
934,Pasquotank County,NC,12,1,2,1,3,1,0,1,0,3
935,Pasco County,FL,16,2,3,1,3,1,0,3,0,3
936,Parmer County,TX,10,1,3,1,0,1,0,3,0,1
937,Parker County,TX,13,3,3,1,1,1,0,3,0,1
938,Parke County,IN,7,1,1,1,0,1,0,2,0,1
939,Park County,MT,8,2,0,2,0,2,0,1,0,1
940,Park County,WY,10,2,1,2,0,2,0,1,1,1
941,Park County,CO,10,1,1,2,0,2,0,1,2,1
942,Panola County,TX,13,3,2,1,2,1,0,3,0,1
943,Panola County,MS,12,1,1,2,2,2,0,3,0,1
944,Pamlico County,NC,14,3,2,1,3,1,0,1,0,3
945,Palo Pinto County,TX,9,2,1,1,0,1,0,3,0,1
946,Palo Alto County,IA,7,1,2,1,0,1,0,1,0,1
947,Palm Beach County,FL,12,1,2,1,3,1,0,3,0,1
948,Page County,IA,11,1,3,2,0,1,0,3,0,1
949,Page County,VA,12,1,1,3,2,1,0,3,0,1
950,Pacific County,WA,8,1,1,1,0,3,0,1,0,1
951,Ozaukee County,WI,8,1,1,1,0,1,0,1,0,3
952,Ozark County,MO,11,1,2,1,1,2,0,3,0,1
953,Oxford County,ME,11,1,1,2,2,2,0,1,0,2
954,Owyhee County,ID,8,3,1,1,0,1,0,1,0,1
955,Owsley County,KY,13,2,1,3,2,1,0,3,0,1
956,Owen County,KY,8,1,1,1,0,1,0,2,0,2
957,Owen County,IN,9,1,2,2,0,1,0,2,0,1
958,Overton County,TN,11,1,2,2,1,1,0,3,0,1
959,Outagamie County,WI,11,1,2,2,0,1,0,2,0,3
960,Ouray County,CO,13,2,0,3,0,2,0,3,2,1
961,Ouachita Parish,LA,13,1,3,1,1,1,0,3,0,3
962,Ouachita County,AR,13,3,1,1,2,1,0,3,0,2
963,Otter Tail County,MN,7,1,2,1,0,1,0,1,0,1
964,Ottawa County,OH,9,1,2,1,0,1,0,1,0,3
965,Ottawa County,OK,9,1,3,1,0,1,0,1,0,2
966,Ottawa County,KS,8,1,2,2,0,1,0,1,0,1
967,Ottawa County,MI,9,1,2,1,0,1,0,1,0,3
968,Otsego County,NY,7,1,1,1,1,1,0,1,0,1
969,Otsego County,MI,6,1,1,1,0,1,0,1,0,1
970,Otoe County,NE,10,1,2,1,0,1,0,3,0,2
971,Otero County,CO,7,1,1,2,0,1,0,1,0,1
972,Otero County,NM,7,2,1,1,0,1,0,1,0,1
973,Oswego County,NY,7,1,1,1,0,1,0,1,0,2
974,Oscoda County,MI,8,2,1,1,0,1,0,2,0,1
975,Osceola County,IA,9,1,3,1,0,1,0,2,0,1
976,Osceola County,FL,14,3,1,1,3,1,0,2,0,3
977,Osceola County,MI,8,1,2,1,0,1,0,2,0,1
978,Osborne County,KS,10,1,3,2,0,1,0,2,0,1
979,Osage County,MO,10,1,1,1,1,1,0,3,0,2
980,Osage County,OK,12,2,2,2,0,1,0,3,0,2
981,Osage County,KS,10,1,3,1,0,1,0,3,0,1
982,Orleans County,VT,7,1,1,2,0,1,0,1,0,1
983,Orleans Parish,LA,12,1,3,2,3,1,0,1,0,1
984,Orleans County,NY,6,1,1,1,0,1,0,1,0,1
985,Oregon County,MO,11,1,2,1,1,2,0,3,0,1
986,Orangeburg County,SC,17,3,3,1,3,2,0,3,0,2
987,Orange County,NY,11,1,1,2,1,1,0,2,0,3
988,Orange County,VT,9,1,1,2,1,1,0,2,0,1
989,Orange County,NC,12,1,1,3,2,1,0,2,0,2
990,Orange County,VA,12,1,2,3,2,1,0,2,0,1
991,Orange County,IN,8,1,1,2,0,1,0,2,0,1
992,Orange County,TX,12,1,3,1,3,1,0,2,0,1
993,Orange County,CA,17,2,2,2,0,3,3,2,0,3
994,Orange County,FL,15,2,3,1,3,1,0,2,0,3
995,Ontonagon County,MI,6,1,1,1,0,1,0,1,0,1
996,Ontario County,NY,8,1,1,1,2,1,0,1,0,1
997,Onslow County,NC,16,3,3,1,3,1,0,2,0,3
998,Onondaga County,NY,8,1,1,2,1,1,0,1,0,1
999,Oneida County,ID,11,3,1,1,0,2,0,3,0,1
1000,Oneida County,WI,9,2,1,1,0,1,0,3,0,1
1001,Oneida County,NY,11,1,1,2,1,1,0,3,0,2
1002,Olmsted County,MN,10,1,3,2,0,1,0,2,0,1
1003,Oliver County,ND,8,1,1,3,0,1,0,1,0,1
1004,Oldham County,KY,10,1,2,1,0,1,0,3,0,2
1005,Oldham County,TX,10,3,1,1,0,1,0,3,0,1
1006,Oktibbeha County,MS,11,1,2,1,2,1,0,3,0,1
1007,Okmulgee County,OK,11,2,3,1,0,1,0,3,0,1
1008,Oklahoma County,OK,14,1,3,1,1,2,0,3,0,3
1009,Okfuskee County,OK,10,2,2,1,0,1,0,3,0,1
1010,Okeechobee County,FL,16,3,2,1,3,1,0,3,0,3
1011,Okanogan County,WA,13,3,1,1,0,2,0,3,2,1
1012,Okaloosa County,FL,16,3,3,1,3,1,0,3,0,2
1013,Ohio County,WV,9,1,0,3,0,1,0,1,0,3
1014,Ohio County,KY,9,1,1,1,0,2,0,1,0,3
1015,Ohio County,IN,11,1,3,3,0,1,0,1,0,2
1016,Oglethorpe County,GA,12,2,1,2,2,1,0,3,0,1
1017,Ogle County,IL,10,1,2,1,0,1,0,3,0,2
1018,Ogemaw County,MI,7,1,2,1,0,1,0,1,0,1
1019,Oconto County,WI,9,1,1,1,0,1,0,2,0,3
1020,Oconee County,GA,13,1,3,2,2,1,0,3,0,1
1021,Oconee County,SC,13,1,2,3,1,2,0,3,0,1
1022,Ochiltree County,TX,8,1,3,1,0,1,0,1,0,1
1023,Oceana County,MI,7,1,1,1,0,1,0,2,0,1
1024,Ocean County,NJ,13,3,1,1,2,1,0,2,0,3
1025,O'Brien County,IA,8,1,2,1,0,1,0,2,0,1
1026,Obion County,TN,12,1,1,2,0,3,0,3,0,2
1027,Oakland County,MI,8,1,2,1,0,1,0,1,0,2
1028,Nye County,NV,12,2,1,1,0,2,1,3,0,2
1029,Nueces County,TX,12,1,3,1,3,1,0,2,0,1
1030,Nuckolls County,NE,9,1,3,1,0,1,0,2,0,1
1031,Noxubee County,MS,11,1,2,1,2,1,0,3,0,1
1032,Nowata County,OK,10,2,2,1,0,1,0,3,0,1
1033,Nottoway County,VA,11,1,3,1,2,1,0,2,0,1
1034,Norton County,KS,8,1,2,1,0,1,0,2,0,1
1035,Norton County,VA,10,1,0,3,0,1,0,2,0,3
1036,Northumberland County,PA,12,1,1,3,1,1,0,2,0,3
1037,Northumberland County,VA,12,1,2,1,3,1,0,2,0,2
1038,Northampton County,PA,13,1,2,2,2,1,0,2,0,3
1039,Northampton County,VA,13,1,2,1,3,1,0,2,0,3
1040,Northampton County,NC,12,1,2,1,2,1,0,2,0,3
1041,Norman County,MN,8,1,1,1,0,1,0,1,0,3
1042,Norfolk County,MA,11,1,2,1,2,1,0,1,0,3
1043,Norfolk County,VA,13,1,3,1,3,1,0,1,0,3
1044,Nolan County,TX,10,3,2,1,0,1,0,2,0,1
1045,Nodaway County,MO,10,1,2,2,0,1,0,3,0,1
1046,Nobles County,MN,9,1,3,1,0,1,0,2,0,1
1047,Noble County,IN,9,1,2,1,0,1,0,2,0,2
1048,Noble County,OK,8,1,2,1,0,1,0,2,0,1
1049,Noble County,OH,10,1,1,3,1,1,0,2,0,1
1050,Niobrara County,WY,9,3,1,2,0,1,0,1,0,1
1051,Nicollet County,MN,9,1,2,2,0,1,0,2,0,1
1052,Nicholas County,WV,10,1,1,3,1,1,0,2,0,1
1053,Nicholas County,KY,9,1,1,1,2,1,0,2,0,1
1054,Niagara County,NY,8,1,1,1,0,1,0,1,0,3
1055,Nez Perce County,ID,7,1,1,1,0,1,0,2,0,1
1056,Newton County,IN,10,1,2,2,0,1,0,2,0,2
1057,Newton County,AR,9,1,1,2,1,1,0,2,0,1
1058,Newton County,MO,10,1,3,1,0,1,0,2,0,2
1059,Newton County,MS,13,2,3,2,2,1,0,2,0,1
1060,Newton County,TX,11,3,1,1,2,1,0,2,0,1
1061,Newton County,GA,11,2,1,1,2,1,0,2,0,2
1062,Newport News County,VA,13,1,3,1,3,1,0,1,0,3
1063,Newport County,RI,11,1,0,1,3,1,0,2,0,3
1064,Newberry County,SC,15,2,3,2,2,2,0,3,0,1
1065,Newaygo County,MI,7,1,1,1,0,1,0,2,0,1
1066,New York County,NY,10,0,0,1,3,2,0,1,0,3
1067,New Madrid County,MO,12,1,2,2,0,3,0,3,0,1
1068,New London County,CT,11,1,1,1,3,1,0,1,0,3
1069,New Kent County,VA,10,1,1,1,3,1,0,1,0,2
1070,New Haven County,CT,12,1,2,1,3,1,0,1,0,3
1071,New Hanover County,NC,15,2,3,1,3,1,0,2,0,3
1072,New Castle County,DE,12,1,3,1,0,1,0,3,0,3
1073,Nevada County,CA,13,3,0,1,0,2,1,3,2,1
1074,Nevada County,AR,13,3,2,1,2,1,0,3,0,1
1075,Ness County,KS,7,1,2,1,0,1,0,1,0,1
1076,Neshoba County,MS,13,2,3,1,2,1,0,3,0,1
1077,Neosho County,KS,10,1,3,1,0,1,0,3,0,1
1078,Nemaha County,NE,11,1,3,2,0,1,0,3,0,1
1079,Nemaha County,KS,9,1,2,1,0,1,0,3,0,1
1080,Nelson County,ND,7,1,2,1,0,1,0,1,0,1
1081,Nelson County,KY,9,1,2,2,1,1,0,1,0,1
1082,Nelson County,VA,11,1,1,3,2,1,0,1,0,2
1083,Navarro County,TX,11,1,2,2,1,1,0,3,0,1
1084,Navajo County,AZ,11,2,1,2,0,1,1,3,0,1
1085,Natrona County,WY,10,2,1,1,0,2,0,1,1,2
1086,Natchitoches Parish,LA,13,2,2,1,1,1,0,3,0,3
1087,Nassau County,NY,14,1,2,2,3,1,0,2,0,3
1088,Nassau County,FL,14,3,1,1,3,1,0,2,0,3
1089,Nash County,NC,13,1,2,1,2,1,0,3,0,3
1090,Napa County,CA,14,3,0,2,0,3,1,3,0,2
1091,Nantucket County,MA,13,1,0,2,3,1,0,3,0,3
1092,Nance County,NE,8,1,2,1,0,1,0,2,0,1
1093,Nacogdoches County,TX,12,2,2,1,2,1,0,3,0,1
1094,Musselshell County,MT,8,2,1,2,0,1,0,1,0,1
1095,Muskogee County,OK,15,2,3,2,1,1,0,3,0,3
1096,Muskingum County,OH,10,1,2,3,0,1,0,2,0,1
1097,Muskegon County,MI,9,1,1,1,0,1,0,3,0,2
1098,Muscogee County,GA,11,1,2,1,0,1,0,3,0,3
1099,Muscatine County,IA,12,1,3,1,0,1,0,3,0,3
1100,Murray County,MN,8,1,2,1,0,1,0,2,0,1
1101,Murray County,GA,14,2,2,3,2,2,0,2,0,1
1102,Murray County,OK,10,1,3,1,0,2,0,2,0,1
1103,Multnomah County,OR,9,1,1,1,0,2,0,1,0,3
1104,Muhlenberg County,KY,12,1,2,1,0,2,0,3,0,3
1105,Mower County,MN,9,1,2,1,0,1,0,2,0,2
1106,Mountrail County,ND,7,1,1,2,0,1,0,1,0,1
1107,Moultrie County,IL,9,1,2,1,0,1,0,2,0,2
1108,Motley County,TX,8,2,1,1,0,1,0,2,0,1
1109,Morton County,ND,8,1,1,2,0,1,0,1,0,2
1110,Morton County,KS,7,1,2,1,0,1,0,1,0,1
1111,Morrow County,OR,10,3,1,1,0,2,1,1,0,1
1112,Morrow County,OH,8,1,3,1,0,1,0,1,0,1
1113,Morrison County,MN,6,1,1,1,0,1,0,1,0,1
1114,Morris County,NJ,9,1,1,2,1,1,0,1,0,2
1115,Morris County,KS,8,2,2,1,0,1,0,1,0,1
1116,Morris County,TX,10,3,2,1,1,1,0,1,0,1
1117,Morrill County,NE,7,1,2,1,0,1,0,1,0,1
1118,Morgan County,UT,14,3,1,2,0,2,0,3,2,1
1119,Morgan County,CO,10,1,3,1,0,1,0,3,0,1
1120,Morgan County,MO,9,1,2,1,0,1,0,3,0,1
1121,Morgan County,IL,10,1,2,1,0,1,0,3,0,2
1122,Morgan County,OH,9,1,0,3,0,1,0,3,0,1
1123,Morgan County,WV,13,2,1,3,1,1,0,3,0,2
1124,Morgan County,IN,13,1,3,2,0,1,0,3,0,3
1125,Morgan County,TN,11,1,1,3,0,2,0,3,0,1
1126,Morgan County,KY,12,2,1,3,1,1,0,3,0,1
1127,Morgan County,GA,10,1,1,1,2,1,0,3,0,1
1128,Morgan County,AL,14,1,3,2,1,1,0,3,0,3
1129,Morehouse Parish,LA,12,1,3,1,2,1,0,3,0,1
1130,Mora County,NM,10,2,1,2,0,1,0,3,0,1
1131,Moore County,TX,8,1,3,1,0,1,0,1,0,1
1132,Moore County,NC,12,3,1,2,2,1,0,1,0,2
1133,Moore County,TN,8,1,2,1,0,1,0,1,0,2
1134,Moody County,SD,7,1,1,1,0,1,0,2,0,1
1135,Montrose County,CO,13,3,1,2,0,1,0,3,2,1
1136,Montour County,PA,13,1,1,3,2,1,0,2,0,3
1137,Montmorency County,MI,6,1,1,1,0,1,0,1,0,1
1138,Montgomery County,IA,8,1,2,2,0,1,0,1,0,1
1139,Montgomery County,PA,11,1,2,1,2,1,0,1,0,3
1140,Montgomery County,IN,7,1,2,1,0,1,0,1,0,1
1141,Montgomery County,NY,8,1,1,1,2,1,0,1,0,1
1142,Montgomery County,TN,12,1,3,1,1,2,0,1,0,3
1143,Montgomery County,MO,7,1,2,1,0,1,0,1,0,1
1144,Montgomery County,IL,8,1,2,1,0,2,0,1,0,1
1145,Montgomery County,OH,9,1,2,1,0,1,0,1,0,3
1146,Montgomery County,KS,8,1,3,1,0,1,0,1,0,1
1147,Montgomery County,MD,11,1,2,1,2,1,0,1,0,3
1148,Montgomery County,VA,10,1,1,3,0,1,0,1,0,3
1149,Montgomery County,KY,8,1,2,2,0,1,0,1,0,1
1150,Montgomery County,NC,11,3,1,2,2,1,0,1,0,1
1151,Montgomery County,AL,11,1,2,1,2,1,0,1,0,3
1152,Montgomery County,GA,11,3,1,1,3,1,0,1,0,1
1153,Montgomery County,MS,10,2,2,1,2,1,0,1,0,1
1154,Montgomery County,AR,7,1,1,2,0,1,0,1,0,1
1155,Montgomery County,TX,13,2,2,1,3,1,0,1,0,3
1156,Montezuma County,CO,13,3,1,2,0,1,0,3,2,1
1157,Monterey County,CA,17,3,1,2,0,3,2,3,0,3
1158,Montcalm County,MI,7,1,1,1,0,1,0,2,0,1
1159,Montague County,TX,11,2,2,1,1,1,0,3,0,1
1160,Monroe County,PA,12,1,2,2,2,1,0,2,0,2
1161,Monroe County,IA,9,1,1,3,0,1,0,2,0,1
1162,Monroe County,WI,10,1,2,1,0,1,0,2,0,3
1163,Monroe County,OH,10,1,1,3,1,1,0,2,0,1
1164,Monroe County,WV,8,1,1,2,0,1,0,2,0,1
1165,Monroe County,MO,9,1,2,2,0,1,0,2,0,1
1166,Monroe County,KY,10,1,1,2,1,1,0,2,0,2
1167,Monroe County,IL,10,1,3,1,0,2,0,2,0,1
1168,Monroe County,IN,10,1,3,2,0,1,0,2,0,1
1169,Monroe County,TN,11,1,1,3,1,2,0,2,0,1
1170,Monroe County,GA,11,2,2,1,2,1,0,2,0,1
1171,Monroe County,AR,12,1,2,1,1,2,0,2,0,3
1172,Monroe County,FL,12,2,1,1,3,1,0,2,0,2
1173,Monroe County,AL,12,2,2,1,3,1,0,2,0,1
1174,Monroe County,MS,10,1,2,1,2,1,0,2,0,1
1175,Monroe County,NY,10,1,1,1,1,1,0,2,0,3
1176,Monroe County,MI,12,1,3,2,0,1,0,2,0,3
1177,Monongalia County,WV,11,1,1,3,1,1,0,1,0,3
1178,Monona County,IA,9,1,2,2,0,1,0,2,0,1
1179,Mono County,CA,17,3,0,1,0,3,2,3,2,3
1180,Monmouth County,NJ,11,1,1,1,2,1,0,2,0,3
1181,Moniteau County,MO,11,1,3,2,0,1,0,3,0,1
1182,Mohave County,AZ,11,2,1,1,0,1,1,3,0,2
1183,Moffat County,CO,12,2,1,2,0,2,0,3,1,1
1184,Modoc County,CA,11,3,0,1,0,2,1,3,0,1
1185,Mobile County,AL,18,3,3,2,3,1,0,3,0,3
1186,Mitchell County,IA,9,1,3,1,0,1,0,2,0,1
1187,Mitchell County,NC,10,1,0,3,0,2,0,2,0,2
1188,Mitchell County,KS,10,1,3,2,0,1,0,2,0,1
1189,Mitchell County,TX,10,2,2,1,1,1,0,2,0,1
1190,Mitchell County,GA,13,2,3,1,3,1,0,2,0,1
1191,Missoula County,MT,10,3,1,1,0,2,0,1,0,2
1192,Mississippi County,AR,16,1,3,2,1,3,0,3,0,3
1193,Mississippi County,MO,14,1,3,3,0,3,0,3,0,1
1194,Missaukee County,MI,6,1,1,1,0,1,0,1,0,1
1195,Minnehaha County,SD,11,1,3,1,0,1,0,2,0,3
1196,Minidoka County,ID,7,1,1,1,0,1,0,2,0,1
1197,Mingo County,WV,12,1,0,3,1,1,0,3,0,3
1198,Mineral County,MT,8,3,0,1,0,2,0,1,0,1
1199,Mineral County,CO,10,2,1,3,0,2,0,1,0,1
1200,Mineral County,NV,11,2,0,1,0,3,2,1,0,2
1201,Mineral County,WV,9,1,1,3,0,1,0,1,0,2
1202,Miner County,SD,8,1,3,1,0,1,0,1,0,1
1203,Milwaukee County,WI,10,1,3,1,0,1,0,1,0,3
1204,Mills County,IA,10,1,2,2,0,1,0,3,0,1
1205,Mills County,TX,8,1,1,1,0,1,0,3,0,1
1206,Miller County,MO,9,1,2,1,0,1,0,3,0,1
1207,Miller County,GA,11,1,1,1,3,1,0,3,0,1
1208,Miller County,AR,11,2,2,1,1,1,0,3,0,1
1209,Mille Lacs County,MN,6,1,1,1,0,1,0,1,0,1
1210,Millard County,UT,11,2,1,1,0,2,0,3,1,1
1211,Milam County,TX,11,1,1,2,2,1,0,3,0,1
1212,Mifflin County,PA,12,1,1,3,2,1,0,1,0,3
1213,Midland County,TX,9,1,2,1,0,1,0,3,0,1
1214,Midland County,MI,10,1,1,2,0,1,0,3,0,2
1215,Middlesex County,MA,12,1,2,1,2,2,0,1,0,3
1216,Middlesex County,CT,12,1,2,1,3,1,0,1,0,3
1217,Middlesex County,NJ,11,1,2,1,2,1,0,1,0,3
1218,Middlesex County,VA,11,1,3,1,3,1,0,1,0,1
1219,Miami-Dade County,FL,16,3,3,1,3,1,0,2,0,3
1220,Miami County,IN,11,1,2,1,0,1,0,3,0,3
1221,Miami County,OH,10,1,2,1,0,1,0,3,0,2
1222,Miami County,KS,10,1,2,1,0,1,0,3,0,2
1223,Metcalfe County,KY,10,1,3,1,0,1,0,3,0,1
1224,Mesa County,CO,15,3,1,3,0,2,0,3,2,1
1225,Merrimack County,NH,11,1,1,1,2,2,0,1,0,3
1226,Merrick County,NE,11,1,3,1,0,1,0,2,0,3
1227,Meriwether County,GA,11,2,1,1,2,1,0,3,0,1
1228,Mercer County,IL,8,1,3,1,0,1,0,1,0,1
1229,Mercer County,ND,8,1,1,3,0,1,0,1,0,1
1230,Mercer County,NJ,10,1,2,1,2,1,0,1,0,2
1231,Mercer County,PA,9,1,2,2,1,1,0,1,0,1
1232,Mercer County,OH,8,1,2,1,0,1,0,1,0,2
1233,Mercer County,MO,8,1,2,2,0,1,0,1,0,1
1234,Mercer County,KY,8,1,3,1,0,1,0,1,0,1
1235,Mercer County,WV,9,1,1,3,0,1,0,1,0,2
1236,Merced County,CA,16,3,1,2,0,2,2,3,0,3
1237,Menominee County,MI,6,1,1,1,0,1,0,1,0,1
1238,Menominee County,WI,6,2,0,1,0,1,0,1,0,1
1239,Menifee County,KY,9,1,1,3,0,1,0,2,0,1
1240,Mendocino County,CA,15,3,1,3,0,3,1,3,0,1
1241,Menard County,IL,8,1,1,1,0,1,0,3,0,1
1242,Menard County,TX,9,1,1,1,1,1,0,3,0,1
1243,Mellette County,SD,8,2,1,2,0,1,0,1,0,1
1244,Meigs County,TN,13,1,1,3,1,2,0,2,0,3
1245,Meigs County,OH,11,1,1,3,1,1,0,2,0,2
1246,Meeker County,MN,6,1,1,1,0,1,0,1,0,1
1247,Medina County,OH,9,1,3,1,0,1,0,1,0,2
1248,Medina County,TX,7,1,1,1,0,1,0,1,0,2
1249,Mecosta County,MI,7,1,1,1,0,1,0,2,0,1
1250,Mecklenburg County,VA,11,1,1,2,2,1,0,2,0,2
1251,Mecklenburg County,NC,12,1,2,3,2,1,0,2,0,1
1252,Meagher County,MT,8,2,1,2,0,1,0,1,0,1
1253,Meade County,SD,9,2,1,3,0,1,0,1,0,1
1254,Meade County,KS,7,1,2,1,0,1,0,1,0,1
1255,Meade County,KY,10,1,2,2,0,1,0,1,0,3
1256,McPherson County,NE,6,1,1,1,0,1,0,1,0,1
1257,McPherson County,SD,6,1,1,1,0,1,0,1,0,1
1258,McPherson County,KS,9,1,2,2,0,1,0,1,0,2
1259,McNairy County,TN,12,1,2,1,1,2,0,3,0,2
1260,McMullen County,TX,10,1,1,1,2,1,0,3,0,1
1261,McMinn County,TN,13,1,2,3,1,2,0,2,0,2
1262,McLeod County,MN,9,1,2,1,0,1,0,2,0,2
1263,McLennan County,TX,15,1,3,2,2,1,0,3,0,3
1264,McLean County,ND,7,1,1,2,0,1,0,1,0,1
1265,McLean County,IL,8,1,3,1,0,1,0,1,0,1
1266,McLean County,KY,11,1,2,2,0,2,0,1,0,3
1267,McKinley County,NM,10,2,0,2,0,1,1,3,0,1
1268,McKenzie County,ND,8,1,1,3,0,1,0,1,0,1
1269,McKean County,PA,8,1,1,2,1,1,0,1,0,1
1270,McIntosh County,ND,7,1,1,2,0,1,0,1,0,1
1271,McIntosh County,OK,9,1,3,2,0,1,0,1,0,1
1272,McIntosh County,GA,13,3,1,1,3,1,0,1,0,3
1273,McHenry County,ND,8,1,1,1,0,1,0,1,0,3
1274,McHenry County,IL,9,1,2,1,0,1,0,1,0,3
1275,McDuffie County,GA,13,3,1,1,2,2,0,3,0,1
1276,McDowell County,NC,11,1,1,3,0,1,0,3,0,2
1277,McDowell County,WV,12,1,1,3,1,1,0,3,0,2
1278,McDonough County,IL,10,1,3,1,0,1,0,3,0,1
1279,McDonald County,MO,9,1,2,1,0,1,0,3,0,1
1280,McCurtain County,OK,12,2,2,2,1,1,0,3,0,1
1281,McCulloch County,TX,9,1,1,1,1,1,0,3,0,1
1282,McCreary County,KY,12,1,2,3,1,1,0,3,0,1
1283,McCracken County,KY,14,1,3,1,0,3,0,3,0,3
1284,McCormick County,SC,15,2,2,2,2,2,0,3,0,2
1285,McCook County,SD,9,1,3,1,0,1,0,2,0,1
1286,McCone County,MT,7,1,1,2,0,1,0,1,0,1
1287,McClain County,OK,13,1,3,1,0,2,0,3,0,3
1288,Mayes County,OK,13,2,3,2,0,1,0,3,0,2
1289,Maverick County,TX,8,1,1,1,1,1,0,2,0,1
1290,Maury County,TN,11,1,1,1,1,1,0,3,0,3
1291,Mathews County,VA,10,1,0,1,3,1,0,1,0,3
1292,Matagorda County,TX,11,1,2,1,3,1,0,2,0,1
1293,Massac County,IL,13,1,2,1,0,3,0,3,0,3
1294,Mason County,WA,7,1,0,1,0,3,0,1,0,1
1295,Mason County,IL,10,1,3,2,0,1,0,1,0,2
1296,Mason County,KY,9,1,3,2,0,1,0,1,0,1
1297,Mason County,WV,11,1,1,3,1,1,0,1,0,3
1298,Mason County,TX,7,1,1,1,1,1,0,1,0,1
1299,Mason County,MI,6,1,1,1,0,1,0,1,0,1
1300,Martinsville County,VA,17,1,3,3,3,1,0,3,0,3
1301,Martin County,MN,6,1,1,1,0,1,0,1,0,1
1302,Martin County,NC,12,1,2,1,3,1,0,1,0,3
1303,Martin County,KY,8,1,0,3,0,1,0,1,0,2
1304,Martin County,IN,8,1,1,2,0,2,0,1,0,1
1305,Martin County,TX,7,1,2,1,0,1,0,1,0,1
1306,Martin County,FL,13,2,2,1,3,1,0,1,0,3
1307,Marshall County,MN,7,2,1,1,0,1,0,1,0,1
1308,Marshall County,SD,6,1,1,1,0,1,0,1,0,1
1309,Marshall County,IA,9,1,3,2,0,1,0,1,0,1
1310,Marshall County,IL,7,1,1,2,0,1,0,1,0,1
1311,Marshall County,IN,8,1,3,1,0,1,0,1,0,1
1312,Marshall County,WV,10,1,1,3,1,1,0,1,0,2
1313,Marshall County,KS,7,1,2,1,0,1,0,1,0,1
1314,Marshall County,KY,10,1,2,1,0,2,0,1,0,3
1315,Marshall County,TN,9,1,2,1,1,1,0,1,0,2
1316,Marshall County,MS,10,2,2,1,1,2,0,1,0,1
1317,Marshall County,OK,10,1,3,2,1,1,0,1,0,1
1318,Marshall County,AL,10,1,3,2,1,1,0,1,0,1
1319,Marquette County,MI,6,1,1,1,0,1,0,1,0,1
1320,Marquette County,WI,11,2,3,2,0,1,0,1,0,2
1321,Marlboro County,SC,14,2,2,1,3,1,0,3,0,2
1322,Mariposa County,CA,14,3,1,1,0,2,3,3,0,1
1323,Marion County,OR,11,2,1,2,0,2,0,1,0,3
1324,Marion County,IA,8,1,2,2,0,1,0,1,0,1
1325,Marion County,OH,9,1,2,1,0,1,0,1,0,3
1326,Marion County,IL,8,1,2,1,0,2,0,1,0,1
1327,Marion County,MO,9,1,2,2,0,1,0,1,0,2
1328,Marion County,IN,10,1,3,1,0,1,0,1,0,3
1329,Marion County,KS,7,1,2,1,0,1,0,1,0,1
1330,Marion County,KY,7,1,1,2,0,1,0,1,0,1
