County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
hanson,SD,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
harding,SD,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
hughes,SD,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
hutchinson,SD,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
hyde,SD,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
jackson,SD,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
jerauld,SD,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
jones,SD,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
kingsbury,SD,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
lake,SD,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
lawrence,SD,14,High,None,Medium,High,Medium,None,Low,None,Low,None,Medium
lincoln,SD,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
lyman,SD,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
marshall,SD,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
mccook,SD,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
mcpherson,SD,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
meade,SD,11,Medium,None,Low,Medium,High,None,Low,None,Low,None,Low
mellette,SD,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
miner,SD,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
minnehaha,SD,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
moody,SD,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
pennington,SD,12,Medium,None,Low,Medium,High,None,Low,None,Low,None,Medium
perkins,SD,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
potter,SD,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
roberts,SD,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
sanborn,SD,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
shannon,SD,11,High,None,Low,Medium,Medium,None,Low,None,Low,None,Low
spink,SD,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
stanley,SD,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
sully,SD,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
todd,SD,11,High,None,Low,Medium,Medium,None,Low,None,Low,None,Low
tripp,SD,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
turner,SD,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
union,SD,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
walworth,SD,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
yankton,SD,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
ziebach,SD,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
anderson,TN,13,Low,None,Low,Low,High,None,Medium,None,High,None,Medium
bedford,TN,10,Low,None,Medium,Low,Low,Low,Low,None,Low,None,Medium
benton,TN,12,Low,None,High,Low,Low,Low,Medium,None,Medium,None,Low
bledsoe,TN,15,High,None,Low,Low,High,Low,Medium,None,High,None,Low
blount,TN,13,Low,None,Low,Low,High,None,Medium,None,Medium,None,High
bradley,TN,18,Low,None,High,Low,High,Medium,Medium,None,High,None,High
campbell,TN,9,Low,None,None,Low,High,None,Medium,None,Low,None,Low
cannon,TN,13,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,Low
carroll,TN,10,Low,None,Medium,Low,Low,Low,Medium,None,Low,None,Low
carter,TN,12,Low,None,Low,Medium,High,None,Medium,None,Low,None,Medium
cheatham,TN,13,Low,None,Medium,Low,Low,None,Medium,None,High,None,High
chester,TN,9,Low,None,Low,Low,Low,None,Medium,None,Medium,None,Low
claiborne,TN,14,Medium,None,Low,Medium,High,None,Medium,None,High,None,Low
clay,TN,10,Low,None,None,Low,Medium,Medium,Low,None,Low,None,Medium
cocke,TN,12,Low,None,Low,Low,High,None,Medium,None,High,None,Low
coffee,TN,13,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Medium
crockett,TN,14,Low,None,High,Low,Low,None,High,None,High,None,Medium
cumberland,TN,12,Low,None,Medium,Low,High,Low,Medium,None,Low,None,Low
davidson,TN,14,Low,None,High,Low,Low,Low,Low,None,High,None,High
decatur,TN,12,Low,None,Low,Low,Low,Medium,Medium,None,High,None,Low
dekalb,TN,12,Low,None,Medium,Low,Medium,Medium,Low,None,Medium,None,Low
dickson,TN,12,Low,None,Medium,Low,Low,None,Medium,None,High,None,Medium
dyer,TN,17,Low,None,High,Low,High,None,High,None,High,None,High
fayette,TN,12,Low,None,Medium,Low,Low,Low,Medium,None,Medium,None,Medium
fentress,TN,14,Low,None,Medium,Medium,High,Low,Low,None,High,None,Low
franklin,TN,12,Low,None,Medium,Low,Medium,Low,Medium,None,Medium,None,Low
gibson,TN,16,Low,None,High,Low,Medium,Low,High,None,High,None,Medium
giles,TN,11,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Medium
grainger,TN,13,Medium,None,Low,Low,High,None,Medium,None,Medium,None,Medium
greene,TN,10,Low,None,Low,Low,High,None,Medium,None,Low,None,Low
grundy,TN,14,High,None,Medium,Low,Medium,Low,Medium,None,Medium,None,Low
hamblen,TN,12,Low,None,None,Low,High,None,Medium,None,High,None,Medium
hamilton,TN,15,Medium,None,Low,Low,High,Low,Medium,None,Medium,None,High
hancock,TN,12,Medium,None,Low,Medium,High,None,Medium,None,Low,None,Low
hardeman,TN,12,Low,None,Medium,Low,Low,Low,Medium,None,High,None,Low
hardin,TN,14,Low,None,Medium,Low,Low,Medium,Medium,None,Medium,None,High
hawkins,TN,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
haywood,TN,13,Low,None,Medium,Low,Low,Low,High,None,High,None,Low
henderson,TN,11,Low,None,Medium,Low,Low,None,Medium,None,High,None,Low
henry,TN,11,Low,None,Medium,Low,Low,Low,Medium,None,Medium,None,Low
hickman,TN,11,Low,None,Low,Low,Low,Low,Medium,None,High,None,Low
houston,TN,9,Low,None,Low,Low,Low,None,Medium,None,Medium,None,Low
humphreys,TN,10,Low,None,Low,Low,Low,None,Medium,None,High,None,Low
jackson,TN,11,Low,None,Low,Low,Medium,Medium,Low,None,Medium,None,Low
jefferson,TN,12,Low,None,Low,Low,High,None,Medium,None,Medium,None,Medium
johnson,TN,11,Low,None,None,Medium,High,Low,Medium,None,Low,None,Low
knox,TN,12,Low,None,Low,Low,High,None,Medium,None,Low,None,High
lake,TN,12,Low,None,Medium,Low,High,None,High,None,Low,None,Low
lauderdale,TN,16,Low,None,High,Low,Medium,None,High,None,High,None,High
lawrence,TN,10,Low,None,High,Low,Low,None,Medium,None,Low,None,Low
lewis,TN,9,Low,None,Low,Low,Low,Low,Medium,None,Low,None,Low
lincoln,TN,13,Low,None,High,Low,Medium,Low,Low,None,Medium,None,Medium
loudon,TN,13,Low,None,Low,Low,High,None,Medium,None,Medium,None,High
macon,TN,10,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Low
madison,TN,13,Low,None,High,Low,Low,Low,Medium,None,Low,None,High
marion,TN,14,High,None,Low,Low,High,Low,Medium,None,Low,None,Medium
marshall,TN,10,Low,None,Medium,Low,Low,Low,Low,None,Low,None,Medium
maury,TN,12,Low,None,Low,Low,Low,Low,Low,None,High,None,High
mcminn,TN,14,Low,None,Medium,Low,High,Low,Medium,None,Medium,None,Medium
mcnairy,TN,13,Low,None,Medium,Low,Low,Low,Medium,None,High,None,Medium
meigs,TN,14,Low,None,Low,Low,High,Low,Medium,None,Medium,None,High
monroe,TN,12,Low,None,Low,Low,High,Low,Medium,None,Medium,None,Low
montgomery,TN,13,Low,None,High,Low,Low,Low,Medium,None,Low,None,High
moore,TN,9,Low,None,Medium,Low,Low,None,Low,None,Low,None,Medium
morgan,TN,12,Low,None,Low,Low,High,None,Medium,None,High,None,Low
obion,TN,13,Low,None,Low,Low,Medium,None,High,None,High,None,Medium
overton,TN,12,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Low
perry,TN,11,Low,None,Low,Low,Low,Medium,Medium,None,Medium,None,Low
pickett,TN,15,Low,None,High,Low,High,Medium,Low,None,High,None,Low
polk,TN,12,Low,None,Low,Low,High,Low,Medium,None,Low,None,Medium
putnam,TN,12,Low,None,Medium,Low,High,Medium,Low,None,Low,None,Low
rhea,TN,15,Low,None,Low,Low,High,Medium,Medium,None,Medium,None,High
roane,TN,13,Low,None,Low,Low,High,None,Medium,None,Medium,None,High
robertson,TN,10,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Medium
rutherford,TN,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
scott,TN,11,Low,None,Low,Low,High,None,Medium,None,Medium,None,Low
sequatchie,TN,15,High,None,Low,Low,High,None,Medium,None,High,None,Medium
sevier,TN,12,Low,None,None,Low,High,None,Medium,None,High,None,Medium
shelby,TN,16,Low,None,High,Low,Medium,Low,High,None,Medium,None,High
smith,TN,13,Low,None,Medium,Low,Medium,Low,Low,None,Medium,None,High
stewart,TN,12,Low,None,Medium,Low,Low,Low,Medium,None,High,None,Low
sullivan,TN,13,Low,None,Low,Medium,High,None,Medium,None,Low,None,High
sumner,TN,11,Low,None,High,Low,Low,None,Low,None,Medium,None,Medium
tipton,TN,14,Low,None,High,Low,Medium,None,High,None,Medium,None,Medium
trousdale,TN,15,Low,None,High,Low,Low,Medium,Low,None,High,None,High
unicoi,TN,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
union,TN,10,Low,None,Low,Low,High,None,Medium,None,Low,None,Low
van buren,TN,13,Medium,None,Low,Low,High,None,Medium,None,High,None,Low
warren,TN,11,Medium,None,Medium,Low,Medium,Low,Low,None,Low,None,Low
washington,TN,12,Low,None,Low,Medium,High,None,Medium,None,Low,None,Medium
wayne,TN,11,Low,None,Medium,Low,Low,Low,Medium,None,Medium,None,Low
weakley,TN,12,Low,None,Medium,Low,Low,None,High,None,High,None,Low
white,TN,10,Low,None,Medium,Low,Medium,None,Low,None,Medium,None,Low
williamson,TN,12,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,High
wilson,TN,14,Low,None,Medium,Low,Medium,Low,Low,None,High,None,High
anderson,TX,14,Medium,None,High,Low,Low,Medium,Low,None,High,None,Low
andrews,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
angelina,TX,14,Medium,None,High,Low,Low,Medium,Low,None,High,None,Low
aransas,TX,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
archer,TX,10,Medium,None,Medium,Low,Low,None,Low,None,Medium,None,Low
armstrong,TX,10,Medium,None,Medium,Medium,Low,None,Low,None,Low,None,Low
atascosa,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
austin,TX,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
bailey,TX,10,Low,None,High,Low,Low,None,Low,None,Medium,None,Low
bandera,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
bastrop,TX,16,Medium,None,Medium,Low,Medium,Medium,Low,None,High,None,High
baylor,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
bee,TX,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
bell,TX,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
bexar,TX,14,Low,None,High,Low,Medium,Low,Low,None,High,None,Medium
blanco,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
borden,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
bosque,TX,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
bowie,TX,13,Medium,None,High,Low,Medium,None,Low,None,High,None,Low
brazoria,TX,13,Low,None,High,Low,Low,High,Low,None,Medium,None,Low
brazos,TX,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
brewster,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
briscoe,TX,11,Medium,None,Medium,Low,Low,None,Low,None,High,None,Low
brooks,TX,12,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Low
brown,TX,9,Medium,None,Medium,Low,Low,None,Low,None,Low,None,Low
burleson,TX,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
burnet,TX,12,Medium,None,Medium,Low,Low,None,Low,None,High,None,Medium
caldwell,TX,16,Low,None,High,Low,Medium,Medium,Low,None,High,None,High
calhoun,TX,14,Low,None,Medium,Low,Low,High,Low,None,Medium,None,High
callahan,TX,11,Medium,None,High,Low,Low,None,Low,None,Medium,None,Low
cameron,TX,11,Low,None,Medium,Low,Low,High,Low,None,Low,None,Low
camp,TX,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
carson,TX,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
cass,TX,11,High,None,High,Low,Low,None,Low,None,Low,None,Low
castro,TX,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
chambers,TX,17,High,None,Medium,Low,Low,High,Low,None,High,None,High
cherokee,TX,12,High,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
childress,TX,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
clay,TX,9,High,None,Low,Low,Low,None,Low,None,Low,None,Low
cochran,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
coke,TX,10,Medium,None,Low,Low,Low,Low,Low,None,Medium,None,Low
coleman,TX,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
collin,TX,14,Low,None,High,Low,Medium,Low,Low,None,High,None,Medium
collingsworth,TX,12,Medium,None,High,Low,Low,None,Low,None,High,None,Low
colorado,TX,14,Low,None,Medium,Low,Low,Medium,Low,None,High,None,High
comal,TX,12,Low,None,Low,Low,Medium,None,Low,None,High,None,High
comanche,TX,11,Medium,None,High,Low,Low,None,Low,None,Medium,None,Low
concho,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
cooke,TX,13,Low,None,High,Low,Low,Low,Low,None,High,None,Medium
coryell,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
cottle,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
crane,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
crockett,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
crosby,TX,12,Low,None,High,Low,Low,Low,Low,None,High,None,Low
culberson,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
dallam,TX,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
dallas,TX,14,Low,None,High,Low,Medium,Low,Low,None,Medium,None,High
dawson,TX,8,Low,None,Medium,Low,Low,None,Low,None,Low,None,Low
deaf smith,TX,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
delta,TX,13,Low,None,Medium,Low,High,Low,Low,None,High,None,Low
denton,TX,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
dewitt,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
dickens,TX,10,Medium,None,Medium,Low,Low,None,Low,None,Medium,None,Low
dimmit,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
donley,TX,13,High,None,High,Low,Low,None,Low,None,High,None,Low
duval,TX,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
eastland,TX,13,High,None,High,Low,Low,None,Low,None,High,None,Low
ector,TX,11,Low,None,Medium,Low,Low,None,Low,None,High,None,Medium
edwards,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
el paso,TX,11,Low,None,Low,Low,Low,None,Medium,None,Medium,None,High
ellis,TX,14,Low,None,High,Low,High,Low,Low,None,Medium,None,Medium
erath,TX,12,High,None,Medium,Low,Low,None,Low,None,High,None,Low
falls,TX,12,Low,None,Low,Low,Medium,Medium,Low,None,High,None,Low
fannin,TX,13,Low,None,High,Low,Medium,Low,Low,None,High,None,Low
fayette,TX,12,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,High
fisher,TX,10,Low,None,High,Low,Low,None,Low,None,Medium,None,Low
floyd,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
foard,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
fort bend,TX,16,Low,None,High,Low,Low,High,Low,None,High,None,High
franklin,TX,12,Medium,None,Medium,Low,Medium,Low,Low,None,Medium,None,Low
freestone,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
frio,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
gaines,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
galveston,TX,16,Low,None,High,Low,Low,High,Low,None,High,None,High
garza,TX,11,High,None,Low,Low,Low,Low,Low,None,Medium,None,Low
gillespie,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
glasscock,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
goliad,TX,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
gonzales,TX,12,Low,None,Low,Low,Low,Medium,Low,None,High,None,Medium
gray,TX,12,Medium,None,High,Medium,Low,None,Low,None,Medium,None,Low
grayson,TX,12,Low,None,High,Low,Medium,Low,Low,None,Medium,None,Low
gregg,TX,16,Medium,None,High,Low,Low,Medium,Low,None,High,None,High
grimes,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
guadalupe,TX,14,Low,None,Medium,Low,Medium,Low,Low,None,High,None,High
hale,TX,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
hall,TX,10,Medium,None,Medium,Low,Low,None,Low,None,Medium,None,Low
hamilton,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
hansford,TX,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
hardeman,TX,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
hardin,TX,15,Medium,None,Medium,Low,Low,High,Low,None,Medium,None,High
harris,TX,16,Low,None,High,Low,Low,High,Low,None,High,None,High
harrison,TX,14,High,None,High,Low,Low,Low,Low,None,High,None,Low
hartley,TX,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
haskell,TX,10,Low,None,High,Low,Low,None,Low,None,Medium,None,Low
hays,TX,15,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,High
hemphill,TX,12,High,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
henderson,TX,13,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Medium
hidalgo,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
hill,TX,12,Low,None,High,Low,High,Low,Low,None,Low,None,Low
hockley,TX,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
hood,TX,14,Medium,None,High,Low,Low,Low,Low,None,High,None,Medium
hopkins,TX,14,Medium,None,High,Low,Medium,Low,Low,None,High,None,Low
houston,TX,11,Medium,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
howard,TX,10,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Medium
hudspeth,TX,10,Low,None,Low,Low,Low,None,Medium,None,High,None,Low
hunt,TX,14,Medium,None,High,Low,High,None,Low,None,High,None,Low
hutchinson,TX,12,Medium,None,High,Medium,Low,None,Low,None,Medium,None,Low
irion,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
jack,TX,11,High,None,Low,Low,Low,None,Low,None,High,None,Low
jackson,TX,13,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,High
jasper,TX,13,High,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
jeff davis,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
jefferson,TX,16,High,None,High,Low,Low,High,Low,None,Medium,None,Medium
jim hogg,TX,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
jim wells,TX,11,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
johnson,TX,13,Low,None,High,Low,Medium,Medium,Low,None,Low,None,Medium
jones,TX,9,Low,None,High,Low,Low,None,Low,None,Low,None,Low
karnes,TX,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
kaufman,TX,12,Low,None,Medium,Low,High,None,Low,None,High,None,Low
kendall,TX,11,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,Medium
kenedy,TX,13,Medium,None,Low,Low,Low,High,Low,None,High,None,Low
kent,TX,10,High,None,Low,Low,Low,None,Low,None,Medium,None,Low
kerr,TX,12,Low,None,Low,Low,Low,Low,Low,None,High,None,High
kimble,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
king,TX,9,High,None,Low,Low,Low,None,Low,None,Low,None,Low
kinney,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
kleberg,TX,13,Low,None,Low,Low,Low,High,Low,None,Medium,None,High
knox,TX,8,Low,None,Medium,Low,Low,None,Low,None,Low,None,Low
la salle,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
lamar,TX,14,Medium,None,High,Low,Medium,Low,Low,None,High,None,Low
lamb,TX,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
lampasas,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
lavaca,TX,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
lee,TX,12,Low,None,High,Low,Low,Low,Low,None,High,None,Low
leon,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
liberty,TX,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
limestone,TX,11,Low,None,Medium,Low,Medium,Low,Low,None,Medium,None,Low
lipscomb,TX,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
live oak,TX,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
llano,TX,12,Low,None,Low,Low,Low,Low,Low,None,High,None,High
loving,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
lubbock,TX,12,Low,None,High,Low,Low,None,Low,None,High,None,Medium
lynn,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
madison,TX,10,Low,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
marion,TX,11,High,None,High,Low,Low,None,Low,None,Low,None,Low
martin,TX,8,Low,None,Medium,Low,Low,None,Low,None,Low,None,Low
mason,TX,8,Low,None,Low,Low,Low,Low,Low,None,Low,None,Low
matagorda,TX,12,Low,None,Medium,Low,Low,High,Low,None,Medium,None,Low
maverick,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
mcculloch,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
mclennan,TX,16,Low,None,High,Low,Medium,Medium,Low,None,High,None,High
mcmullen,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
medina,TX,8,Low,None,Low,Low,Low,None,Low,None,Low,None,Medium
menard,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
midland,TX,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
milam,TX,12,Low,None,Low,Low,Medium,Medium,Low,None,High,None,Low
mills,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
mitchell,TX,11,Medium,None,Medium,Low,Low,Low,Low,None,Medium,None,Low
montague,TX,12,Medium,None,Medium,Low,Low,Low,Low,None,High,None,Low
montgomery,TX,14,Medium,None,Medium,Low,Low,High,Low,None,Low,None,High
moore,TX,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
morris,TX,11,High,None,Medium,Low,Low,Low,Low,None,Low,None,Low
motley,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
nacogdoches,TX,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
navarro,TX,12,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Low
newton,TX,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
nolan,TX,11,High,None,Medium,Low,Low,None,Low,None,Medium,None,Low
nueces,TX,13,Low,None,High,Low,Low,High,Low,None,Medium,None,Low
ochiltree,TX,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
oldham,TX,12,High,None,Low,Medium,Low,None,Low,None,High,None,Low
orange,TX,13,Low,None,High,Low,Low,High,Low,None,Medium,None,Low
palo pinto,TX,10,Medium,None,Low,Low,Low,None,Low,None,High,None,Low
panola,TX,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
parker,TX,14,High,None,High,Low,Low,Low,Low,None,High,None,Low
parmer,TX,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
pecos,TX,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
polk,TX,11,Medium,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
potter,TX,12,High,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
presidio,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
rains,TX,12,Low,None,High,Low,Low,Low,Low,None,High,None,Low
randall,TX,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
reagan,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
real,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
red river,TX,14,High,None,Medium,Low,Medium,Low,Low,None,High,None,Low
reeves,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
refugio,TX,13,Low,None,Low,Low,Low,High,Low,None,Medium,None,High
roberts,TX,10,Medium,None,Medium,Medium,Low,None,Low,None,Low,None,Low
robertson,TX,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
rockwall,TX,16,Low,None,High,Low,High,Medium,Low,None,High,None,Medium
runnels,TX,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
rusk,TX,13,High,None,High,Low,Low,Medium,Low,None,Low,None,Low
sabine,TX,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
san augustine,TX,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
san jacinto,TX,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
san patricio,TX,14,Low,None,High,Low,Low,High,Low,None,Medium,None,Medium
san saba,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
schleicher,TX,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
scurry,TX,10,Medium,None,Medium,Low,Low,Low,Low,None,Low,None,Low
shackelford,TX,10,Medium,None,Medium,Low,Low,None,Low,None,Medium,None,Low
shelby,TX,13,Medium,None,High,Low,Low,Medium,Low,None,Medium,None,Low
sherman,TX,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
smith,TX,15,High,None,High,Low,Low,Medium,Low,None,Medium,None,Medium
somervell,TX,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
starr,TX,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
stephens,TX,10,Medium,None,Low,Low,Low,None,Low,None,High,None,Low
sterling,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
stonewall,TX,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
sutton,TX,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
swisher,TX,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
tarrant,TX,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
taylor,TX,11,Low,None,High,Low,Low,None,Low,None,Low,None,High
terrell,TX,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
terry,TX,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
throckmorton,TX,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
