County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
Durham,North Carolina,16,Low,None,Medium,Low,Medium,High,Low,None,High,None,High
Duplin,North Carolina,12,Low,None,Medium,Low,Low,High,Low,None,Medium,None,Low
DuPage,Illinois,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
Dunn,North Dakota,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
Dunn,Wisconsin,9,Low,None,Low,Medium,Low,None,Low,None,Low,None,Medium
Dunklin,Missouri,15,Low,None,High,Low,Low,Low,High,None,High,None,Medium
Dundy,Nebraska,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Dukes,Massachusetts,14,Low,None,Low,Medium,Low,High,Low,None,Medium,None,High
Duchesne,Utah,14,Medium,None,Low,Medium,Low,None,Medium,None,High,Medium,Low
Dubuque,Iowa,14,Low,None,High,Medium,Medium,None,Low,None,High,None,Medium
Dubois,Indiana,14,Low,None,Medium,Medium,Medium,None,Medium,None,High,None,Medium
Drew,Arkansas,11,Low,None,Medium,Low,Low,Low,Low,None,High,None,Low
Douglas,Washington,11,Medium,None,Low,Medium,Low,None,Medium,None,Medium,None,Low
Douglas,Wisconsin,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
Douglas,Nebraska,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
Douglas,Minnesota,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Douglas,South Dakota,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Douglas,Oregon,13,High,Low,None,Low,Medium,None,Medium,None,Medium,None,Medium
Douglas,Colorado,14,Medium,None,High,High,Low,None,Low,None,Medium,None,Medium
Douglas,Missouri,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Douglas,Nevada,17,High,None,None,High,Low,None,High,Medium,Medium,None,High
Douglas,Kansas,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
Douglas,Illinois,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Douglas,Georgia,12,Low,None,Medium,Low,Medium,None,Low,None,Medium,None,High
Dougherty,Georgia,17,Medium,None,High,Low,Low,High,Low,None,High,None,High
Dorchester,Maryland,11,Low,None,Low,Low,Low,Medium,Low,None,Low,None,High
Dorchester,South Carolina,15,High,None,Medium,Low,Low,High,High,None,Low,None,Low
Door,Wisconsin,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Dooly,Georgia,12,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Donley,Texas,13,High,None,High,Low,Low,None,Low,None,High,None,Low
Doniphan,Kansas,12,Low,None,Low,Medium,High,None,Low,None,High,None,Low
Dolores,Colorado,14,Medium,None,None,High,Medium,None,Low,None,High,Medium,Low
Dodge,Nebraska,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
Dodge,Minnesota,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
Dodge,Georgia,14,High,None,Medium,Low,Low,High,Low,None,Medium,None,Low
Dodge,Wisconsin,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
Doddridge,West Virginia,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
Do̱a Ana,New Mexico,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
Dixon,Nebraska,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Dixie,Florida,16,High,None,Low,Low,Low,High,Low,None,High,None,High
Divide,North Dakota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
District of Columbia,District of Columbia,17,Low,None,High,Medium,Medium,Medium,Low,None,High,None,High
Dinwiddie,Virginia,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
Dimmit,Texas,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
Dillon,South Carolina,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
Dickson,Tennessee,12,Low,None,Medium,Low,Low,None,Medium,None,High,None,Medium
Dickinson,Iowa,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Dickinson,Kansas,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Dickinson,Michigan,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Dickey,North Dakota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Dickenson,Virginia,11,Low,None,None,Medium,High,None,Low,None,High,None,Low
Dickens,Texas,10,Medium,None,Medium,Low,Low,None,Low,None,Medium,None,Low
DeWitt,Texas,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
Dewey,South Dakota,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
Dewey,Oklahoma,9,Low,None,High,Low,Low,None,Low,None,Low,None,Low
Deuel,Nebraska,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Deuel,South Dakota,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
DeSoto,Florida,15,Medium,None,Medium,None,Low,High,Low,None,High,None,High
DeSoto,Mississippi,17,Low,None,High,Low,Medium,Medium,Medium,None,High,None,High
Desha,Arkansas,15,Low,None,Medium,Low,Medium,Medium,Medium,None,High,None,Medium
Deschutes,Oregon,16,High,High,Low,Medium,Low,None,Medium,None,Medium,Low,Low
Des Moines,Iowa,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
Denver,Colorado,14,Low,None,High,High,Low,None,Low,None,Medium,None,High
Denton,Texas,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
Dent,Missouri,11,Low,None,Low,Low,Low,Low,Medium,None,High,None,Low
Delta,Colorado,18,Medium,None,Low,High,High,None,Medium,None,High,Medium,Medium
Delta,Michigan,11,Low,None,Low,High,Low,None,Low,None,High,None,Low
Delta,Texas,13,Low,None,Medium,Low,High,Low,Low,None,High,None,Low
Delaware,Iowa,12,Low,None,High,Medium,Low,None,Low,None,High,None,Low
Delaware,New York,14,Low,None,Low,High,Medium,Low,Low,None,High,None,Medium
Delaware,Ohio,11,Low,None,Low,Medium,Low,None,Low,None,High,None,Medium
Delaware,Indiana,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
Delaware,Pennsylvania,14,Low,None,Medium,Medium,Medium,None,Low,None,High,None,High
Delaware,Oklahoma,11,Medium,None,Medium,Low,Low,None,Low,None,High,None,Low
Del Norte,California,14,High,None,Low,Low,High,None,High,None,Medium,None,Low
DeKalb,Indiana,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
DeKalb,Missouri,12,Low,None,Medium,Medium,High,None,Low,None,Medium,None,Low
DeKalb,Tennessee,12,Low,None,Medium,Low,Medium,Medium,Low,None,Medium,None,Low
DeKalb,Georgia,13,Low,None,Medium,Low,Medium,Low,Low,None,Medium,None,High
DeKalb,Alabama,16,Medium,None,High,Low,High,Low,Medium,None,Medium,None,Medium
DeKalb,Illinois,10,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Medium
Defiance,Ohio,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Deer Lodge,Montana,10,Medium,None,Low,High,Low,None,Low,None,Low,None,Low
Decatur,Iowa,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
Decatur,Tennessee,12,Low,None,Low,Low,Low,Medium,Medium,None,High,None,Low
Decatur,Kansas,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
Decatur,Indiana,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
Decatur,Georgia,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
Dearborn,Indiana,14,Low,None,Medium,Medium,High,None,Low,None,High,None,Medium
Deaf Smith,Texas,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
De Witt,Illinois,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
De Soto,Louisiana,13,Low,None,High,Low,Low,Medium,Low,None,High,None,Low
De Baca,New Mexico,12,High,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
Day,South Dakota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Dawson,Montana,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Dawson,Nebraska,12,Low,None,High,Medium,Low,None,Low,None,Low,None,High
Dawson,Texas,8,Low,None,Medium,Low,Low,None,Low,None,Low,None,Low
Dawson,Georgia,10,Low,None,Medium,Low,High,None,Low,None,Low,None,Low
Dawes,Nebraska,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Davison,South Dakota,12,Low,None,High,Medium,Low,None,Low,None,Medium,None,Medium
Davis,Utah,14,Low,None,Low,High,Low,None,Medium,None,Medium,Medium,Medium
Davis,Iowa,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
Daviess,Missouri,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
Daviess,Kentucky,15,Low,None,High,Low,Medium,None,Medium,None,High,None,High
Daviess,Indiana,13,Low,None,Medium,Medium,Medium,None,Medium,None,High,None,Low
Davie,North Carolina,13,Low,None,Low,Low,High,Medium,Low,None,High,None,Low
Davidson,North Carolina,14,Low,None,Low,Low,High,Medium,Low,None,High,None,Medium
Davidson,Tennessee,14,Low,None,High,Low,Low,Low,Low,None,High,None,High
Dauphin,Pennsylvania,15,Low,None,Medium,Medium,Medium,Medium,Low,None,Medium,None,High
Darlington,South Carolina,13,Low,None,Medium,Low,Low,Medium,Medium,None,High,None,Low
Darke,Ohio,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Dare,North Carolina,16,High,None,Medium,Low,Low,High,Low,None,Medium,None,High
Danville,Virginia,14,Low,None,High,Low,High,None,Low,None,Medium,None,High
Daniels,Montana,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Dane,Wisconsin,13,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,High
Dallas,Iowa,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
Dallas,Missouri,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
Dallas,Alabama,13,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,High
Dallas,Texas,14,Low,None,High,Low,Medium,Low,Low,None,Medium,None,High
Dallas,Arkansas,13,High,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
Dallam,Texas,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Dale,Alabama,15,Low,None,High,Low,Low,High,Low,None,High,None,Medium
Dakota,Nebraska,11,Low,None,Low,Medium,Low,None,Low,None,Medium,None,High
Dakota,Minnesota,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
Daggett,Utah,13,Medium,None,Low,Medium,Medium,None,Medium,None,High,None,Low
Dade,Missouri,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
Dade,Georgia,14,High,None,Low,Low,High,None,Medium,None,High,None,Low
Cuyahoga,Ohio,12,Low,None,Medium,High,Low,None,Low,None,Low,None,High
Custer,Nebraska,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Custer,Montana,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Custer,South Dakota,11,High,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Custer,Idaho,13,High,None,Low,High,Medium,None,Medium,None,Low,None,Low
Custer,Oklahoma,9,Low,None,High,Low,Low,None,Low,None,Low,None,Low
Custer,Colorado,12,Low,None,Low,High,Medium,None,Medium,None,Low,Low,Low
Curry,Oregon,14,High,None,Low,Low,High,None,High,None,Low,None,Medium
Curry,New Mexico,11,Medium,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Currituck,North Carolina,12,Low,None,Low,Low,Low,High,Low,None,Low,None,High
Cuming,Nebraska,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Cumberland,Pennsylvania,14,Low,None,Medium,Medium,High,Medium,Low,None,Low,None,Medium
Cumberland,Maine,13,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,Low
Cumberland,Tennessee,12,Low,None,Medium,Low,High,Low,Medium,None,Low,None,Low
Cumberland,New Jersey,11,Medium,None,Low,Medium,Low,Medium,Low,None,Low,None,Low
Cumberland,Virginia,12,Low,None,Low,Medium,Low,Medium,Medium,None,Low,None,Medium
Cumberland,Illinois,9,Low,None,Low,Medium,Low,None,Medium,None,Low,None,Low
Cumberland,Kentucky,13,Low,None,Medium,Low,Medium,Medium,Low,None,Low,None,High
Cumberland,North Carolina,15,High,None,Medium,Low,Low,High,Low,None,Low,None,High
Culpeper,Virginia,13,Low,None,Medium,Medium,Medium,Medium,Low,None,Medium,None,Low
Cullman,Alabama,14,Low,None,High,Low,High,Low,Low,None,High,None,Low
Culberson,Texas,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
Crowley,Colorado,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Crow Wing,Minnesota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Cross,Arkansas,13,Low,None,Medium,Low,Low,None,High,None,High,None,Medium
Crosby,Texas,12,Low,None,High,Low,Low,Low,Low,None,High,None,Low
Crook,Oregon,10,High,None,None,Medium,Medium,None,Low,None,Low,None,Low
Crook,Wyoming,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Crockett,Tennessee,14,Low,None,High,Low,Low,None,High,None,High,None,Medium
Crockett,Texas,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
Crittenden,Kentucky,14,Low,None,High,Low,Low,None,Medium,None,High,None,High
Crittenden,Arkansas,16,Low,None,Medium,Low,Medium,Low,High,None,High,None,High
Crisp,Georgia,12,Low,None,Low,Low,Low,High,Low,None,High,None,Low
Crenshaw,Alabama,12,Medium,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
Creek,Oklahoma,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
Crawford,Iowa,12,Low,None,Medium,Medium,High,None,Low,None,Medium,None,Low
Crawford,Wisconsin,10,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Medium
Crawford,Ohio,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Crawford,Arkansas,11,Medium,None,Medium,Low,Medium,None,Low,None,Medium,None,Low
Crawford,Illinois,11,Low,None,Medium,Medium,Low,None,Medium,None,Medium,None,Low
Crawford,Missouri,10,Low,None,Low,Medium,Low,None,Medium,None,Medium,None,Low
Crawford,Kansas,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Crawford,Indiana,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
Crawford,Georgia,13,High,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
Crawford,Michigan,11,Medium,None,Low,High,Low,None,Low,None,Medium,None,Low
Crawford,Pennsylvania,12,Low,None,Medium,High,Low,Low,Low,None,Medium,None,Low
Craven,North Carolina,16,High,None,Medium,Low,Low,High,Low,None,Medium,None,High
Crane,Texas,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
Craighead,Arkansas,13,Low,None,Medium,Low,Low,None,High,None,High,None,Medium
Craig,Oklahoma,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
Craig,Virginia,11,Low,None,None,Medium,High,None,Low,None,High,None,Low
Cowlitz,Washington,10,Low,None,Low,Low,Medium,None,Medium,None,Low,None,Medium
Cowley,Kansas,12,Medium,None,Medium,Low,Low,None,Low,None,High,None,Medium
Coweta,Georgia,16,Medium,None,High,Low,Low,Medium,Low,None,High,None,High
Covington,Virginia,13,Low,None,None,Medium,High,None,Low,None,High,None,High
Covington,Mississippi,18,High,None,High,Low,Medium,High,Low,None,High,None,Medium
Covington,Alabama,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Cottonwood,Minnesota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Cotton,Oklahoma,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
Cottle,Texas,9,Medium,None,Low,Low,Low,None,Low,None,Medium,None,Low
Costilla,Colorado,13,Low,None,Low,High,Low,None,Medium,None,High,Low,Low
Coshocton,Ohio,11,Low,None,Low,Medium,Medium,None,Low,None,Low,None,High
Coryell,Texas,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
Cortland,New York,12,Low,None,Low,High,Medium,Low,Low,None,Low,None,Medium
Corson,South Dakota,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Copiah,Mississippi,16,High,None,High,Low,Medium,Medium,Low,None,High,None,Low
Coosa,Alabama,11,Medium,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
Coos,New Hampshire,12,Low,None,Low,High,Medium,Low,Low,None,Low,None,Medium
Coos,Oregon,10,Low,None,None,Low,High,None,High,None,Low,None,Low
Cooper,Missouri,12,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Low
Cooke,Texas,13,Low,None,High,Low,Low,Low,Low,None,High,None,Medium
Cook,Georgia,15,Low,None,High,Low,Low,High,Low,None,High,None,Medium
Cook,Minnesota,12,Medium,None,Low,High,Low,None,Low,None,High,None,Low
Cook,Illinois,14,Low,None,High,Medium,Low,None,Low,None,High,None,High
Conway,Arkansas,14,Low,None,High,Low,High,None,Medium,None,High,None,Low
Converse,Wyoming,12,High,None,Low,High,Low,None,Medium,None,Low,None,Low
Contra Costa,California,14,Low,None,Low,Low,Medium,None,High,Medium,Low,None,High
Conejos,Colorado,13,Low,None,Low,High,Medium,None,Medium,None,High,None,Low
Conecuh,Alabama,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
Concordia,Louisiana,14,Low,None,Medium,Low,High,Medium,Low,None,High,None,Low
Concho,Texas,10,Low,None,Low,Low,Low,Low,Low,None,High,None,Low
Comanche,Kansas,11,Medium,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Comanche,Oklahoma,12,Low,None,High,Low,Low,None,Medium,None,Medium,None,Medium
Comanche,Texas,11,Medium,None,High,Low,Low,None,Low,None,Medium,None,Low
Comal,Texas,12,Low,None,Low,Low,Medium,None,Low,None,High,None,High
Colusa,California,14,Medium,None,None,Low,Medium,None,Medium,Low,High,None,High
Columbus,North Carolina,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
Columbiana,Ohio,12,Low,None,Medium,Medium,High,Low,Low,None,Low,None,Low
Columbia,New York,12,Low,None,Medium,Medium,Medium,Low,Low,None,Medium,None,Low
Columbia,Washington,12,Medium,None,Low,Medium,Low,None,Medium,Low,Medium,None,Low
Columbia,Pennsylvania,14,Low,None,Low,Medium,High,Low,Low,None,Medium,None,High
Columbia,Oregon,11,Low,None,Low,Low,Medium,None,Medium,None,Medium,None,Medium
Columbia,Georgia,13,Medium,None,Low,Low,Low,Medium,Medium,None,Medium,None,Medium
Columbia,Florida,15,High,None,Low,Low,Low,High,Low,None,Medium,None,High
Columbia,Arkansas,14,High,None,High,Low,Low,Medium,Low,None,Medium,None,Low
Columbia,Wisconsin,12,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Medium
Colquitt,Georgia,16,Medium,None,High,Low,Low,High,Low,None,High,None,Medium
Colorado,Texas,14,Low,None,Medium,Low,Low,Medium,Low,None,High,None,High
Colonial Heights,Virginia,9,Low,None,None,Low,Medium,None,Low,None,Low,None,High
Collingsworth,Texas,12,Medium,None,High,Low,Low,None,Low,None,High,None,Low
Collin,Texas,14,Low,None,High,Low,Medium,Low,Low,None,High,None,Medium
Collier,Florida,15,High,None,Low,None,Low,High,Low,None,High,None,High
Colleton,South Carolina,14,High,None,Low,Low,Low,High,Medium,None,Medium,None,Low
Colfax,Nebraska,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
Colfax,New Mexico,11,Medium,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
Coles,Illinois,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Coleman,Texas,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
Cole,Missouri,13,Low,None,Low,Medium,Medium,None,Low,None,High,None,High
Colbert,Alabama,14,Low,None,High,Low,Medium,Low,Medium,None,High,None,Low
Coke,Texas,10,Medium,None,Low,Low,Low,Low,Low,None,Medium,None,Low
Coffey,Kansas,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
Coffee,Tennessee,13,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Medium
Coffee,Georgia,16,High,None,Medium,Low,Low,High,Low,None,High,None,Medium
Coffee,Alabama,15,Low,None,High,Low,Low,High,Low,None,High,None,Medium
Codington,South Dakota,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
Coconino,Arizona,13,Medium,Low,Low,Medium,Low,None,Low,Low,High,None,Low
Cocke,Tennessee,12,Low,None,Low,Low,High,None,Medium,None,High,None,Low
Cochran,Texas,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
Cochise,Arizona,14,Medium,None,Low,Low,Low,Low,Low,Low,High,None,High
Cobb,Georgia,17,Low,None,High,Low,High,Medium,Low,None,High,None,High
Coal,Oklahoma,13,Medium,None,High,Low,Medium,None,Low,None,High,None,Low
Coahoma,Mississippi,16,Low,None,High,Low,Medium,Low,Medium,None,High,None,High
Cloud,Kansas,13,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Medium
Clinton,Iowa,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Clinton,New York,12,Low,None,Low,High,Medium,Low,Medium,None,Low,None,Low
Clinton,Indiana,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Clinton,Pennsylvania,14,Low,None,Low,Medium,High,Medium,Low,None,Low,None,High
Clinton,Ohio,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Clinton,Illinois,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
Clinton,Missouri,11,Low,None,Medium,Medium,High,None,Low,None,Low,None,Low
Clinton,Kentucky,14,Low,None,High,Low,High,Medium,Low,None,Low,None,Medium
Clinton,Michigan,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Clinch,Georgia,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
Cleveland,North Carolina,16,Medium,None,Medium,Low,High,Medium,Low,None,High,None,Medium
Cleveland,Oklahoma,14,Low,None,High,Low,Low,None,Medium,None,High,None,High
Cleveland,Arkansas,12,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Low
Clermont,Ohio,13,Low,None,Medium,Medium,Medium,None,Low,None,High,None,Medium
Cleburne,Arkansas,14,Low,None,Medium,Low,Medium,None,Medium,None,High,None,High
Cleburne,Alabama,14,Medium,None,Medium,Low,Medium,Medium,Low,None,High,None,Low
Clearwater,Minnesota,9,Medium,None,Low,Medium,Low,None,Low,None,Low,None,Low
Clearwater,Idaho,11,High,None,Low,High,Low,None,Low,None,Low,None,Low
Clearfield,Pennsylvania,11,Low,None,Low,Medium,High,Low,Low,None,Low,None,Low
Clear Creek,Colorado,15,Low,None,Low,High,Medium,None,Medium,None,High,Medium,Low
Clayton,Iowa,11,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Medium
Clayton,Georgia,14,Low,None,High,Low,Low,Medium,Low,None,Medium,None,High
Clay,Minnesota,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
Clay,Nebraska,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Clay,Iowa,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Clay,South Dakota,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
Clay,Indiana,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Clay,Kansas,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
Clay,Tennessee,10,Low,None,None,Low,Medium,Medium,Low,None,Low,None,Medium
Clay,West Virginia,9,Low,None,None,Medium,High,None,Low,None,Low,None,Low
Clay,Missouri,14,Low,None,High,Medium,High,None,Low,None,Low,None,High
Clay,Arkansas,11,Low,None,Medium,Low,Low,Low,High,None,Low,None,Low
Clay,Kentucky,12,Low,None,Low,Medium,High,Low,Medium,None,Low,None,Low
Clay,Illinois,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
Clay,Florida,15,High,None,Medium,Low,Low,High,Low,None,Low,None,High
Clay,North Carolina,10,Low,None,Low,Low,High,None,Medium,None,Low,None,Low
Clay,Mississippi,11,Low,None,Medium,Low,Low,Medium,Low,None,Low,None,Medium
Clay,Georgia,11,Medium,None,Low,Low,Low,High,Low,None,Low,None,Low
Clay,Texas,9,High,None,Low,Low,Low,None,Low,None,Low,None,Low
Clay,Alabama,10,Medium,None,Medium,Low,Low,Low,Low,None,Low,None,Low
Clatsop,Oregon,12,Low,None,Low,Low,High,None,High,None,Low,None,Medium
Clarke,Iowa,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
Clarke,Virginia,16,Low,None,Medium,Medium,High,Medium,Low,None,Medium,None,High
Clarke,Alabama,12,Medium,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
Clarke,Mississippi,13,Medium,None,Medium,Low,Medium,Medium,Low,None,Medium,None,Low
Clarke,Georgia,15,Low,None,Medium,Low,High,Medium,Low,None,Medium,None,High
Clark,South Dakota,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Clark,Idaho,10,Medium,None,Low,Medium,Low,None,Medium,None,Low,None,Low
Clark,Wisconsin,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Clark,Washington,10,Low,None,Low,Low,Low,None,Medium,None,Low,None,High
Clark,Missouri,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Clark,Ohio,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Clark,Illinois,9,Low,None,Low,Medium,Low,None,Medium,None,Low,None,Low
Clark,Kansas,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Clark,Indiana,13,Low,None,High,Medium,Medium,None,Low,None,Low,None,High
Clark,Nevada,10,Medium,None,Low,Low,Low,None,Medium,None,Low,None,Medium
Clark,Kentucky,8,Low,None,Low,Low,Low,None,Low,None,Low,None,Medium
Clark,Arkansas,10,Medium,None,Medium,Low,Low,Low,Low,None,Low,None,Low
Clarion,Pennsylvania,10,Low,None,Low,Medium,High,None,Low,None,Low,None,Low
Clarendon,South Carolina,17,Medium,None,Medium,Low,Low,High,Medium,None,High,None,High
Clare,Michigan,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Clallam,Washington,9,Low,None,None,Low,Low,None,High,None,Medium,None,Low
Claiborne,Tennessee,14,Medium,None,Low,Medium,High,None,Medium,None,High,None,Low
Claiborne,Louisiana,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Claiborne,Mississippi,16,Low,None,High,Low,High,Medium,Low,None,High,None,Medium
Clackamas,Oregon,12,High,None,Low,Medium,Low,None,Medium,None,Low,None,Medium
Citrus,Florida,17,High,None,High,None,Low,High,Low,None,High,None,High
Cimarron,Oklahoma,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Cibola,New Mexico,15,Medium,Medium,Low,Medium,Medium,None,Low,Low,High,None,Low
Churchill,Nevada,15,Medium,Medium,Low,Medium,Low,None,Medium,Low,High,None,Low
Christian,Kentucky,12,Low,None,Low,Low,Low,Low,Medium,None,High,None,Medium
Christian,Missouri,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
Christian,Illinois,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
Chowan,North Carolina,15,Low,None,High,Low,Low,High,Low,None,Medium,None,High
Chouteau,Montana,11,Low,None,Low,High,High,None,Low,None,Low,None,Low
Choctaw,Alabama,12,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Low
Choctaw,Mississippi,12,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Low
