County,State,Hazard Score,Wildfire,Volcano,Tornado,Snowfall,Landslide,Hurricane,Earthquake,Drought,Heatwave,Avalanche,Flood
Ziebach,South Dakota,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Zavala,Texas,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
Zapata,Texas,11,Low,None,Low,Low,Low,Medium,Low,None,High,None,Low
Yuma,Colorado,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Yuma,Arizona,12,Low,None,Low,Low,Low,Low,Medium,Low,Low,None,High
Yuba,California,15,High,None,Low,Low,Low,None,Medium,Low,High,None,High
Young,Texas,12,Medium,None,High,Low,Low,None,Low,None,Medium,None,Medium
York,Maine,13,Low,None,Low,High,Medium,Medium,Medium,None,Low,None,Low
York,Nebraska,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
York,Pennsylvania,13,Low,None,Medium,Medium,Medium,Medium,Low,None,Low,None,Medium
York,Virginia,14,Low,None,High,Low,Low,High,Low,None,Low,None,High
York,South Carolina,13,Low,None,Medium,Low,High,Medium,Low,None,Low,None,Medium
Yolo,California,14,Low,None,Low,Low,Medium,None,Medium,Low,High,None,High
Yoakum,Texas,10,Low,None,Medium,Low,Low,None,Low,None,High,None,Low
Yellowstone,Montana,11,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Medium
Yellow Medicine,Minnesota,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Yell,Arkansas,12,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Low
Yazoo,Mississippi,13,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,Low
Yavapai,Arizona,13,High,None,Low,Low,Low,None,Low,Low,High,None,Medium
Yates,New York,10,Low,None,Low,High,Low,Low,Low,None,Low,None,Low
Yankton,South Dakota,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
Yancey,North Carolina,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
Yamhill,Oregon,12,Low,None,Low,Medium,Medium,None,Medium,None,Low,None,High
Yalobusha,Mississippi,14,Medium,None,Low,Low,Medium,Medium,Medium,None,High,None,Low
Yakima,Washington,18,High,Medium,Low,Medium,Medium,None,Medium,None,Medium,Medium,Medium
Yadkin,North Carolina,12,Low,None,Medium,Low,High,None,Low,None,High,None,Low
Wythe,Virginia,12,Low,None,None,Medium,High,None,Low,None,High,None,Medium
Wyoming,Pennsylvania,12,Low,None,Low,Medium,Medium,Medium,Low,None,Low,None,Medium
Wyoming,West Virginia,12,Low,None,Low,Medium,High,Low,Low,None,Low,None,Medium
Wyoming,New York,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Wyandotte,Kansas,16,Low,None,High,Medium,High,None,Low,None,High,None,High
Wyandot,Ohio,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Wright,Iowa,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Wright,Minnesota,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Wright,Missouri,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Worth,Missouri,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Worth,Iowa,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Worth,Georgia,14,Medium,None,High,Low,Low,High,Low,None,Medium,None,Low
Worcester,Massachusetts,14,Low,None,Medium,High,Low,Medium,Low,None,Low,None,High
Worcester,Maryland,12,Low,None,Low,Low,Low,High,Low,None,Low,None,High
Woodward,Oklahoma,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Woodson,Kansas,10,Low,None,Low,Medium,Low,None,Low,None,High,None,Low
Woods,Oklahoma,11,Medium,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Woodruff,Arkansas,14,Low,None,High,Low,Low,Medium,Medium,None,High,None,Low
Woodford,Illinois,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
Woodford,Kentucky,12,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,Medium
Woodbury,Iowa,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
Wood,Ohio,12,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,High
Wood,Wisconsin,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
Wood,West Virginia,15,Low,None,Low,Medium,High,Medium,Low,None,Medium,None,High
Wood,Texas,13,High,None,High,Low,Low,Low,Low,None,Medium,None,Low
Wolfe,Kentucky,14,Medium,None,Low,Medium,High,Low,Low,None,High,None,Low
Wise,Virginia,13,Low,None,Low,Medium,High,None,Low,None,High,None,Medium
Wise,Texas,13,Medium,None,High,Low,Low,Low,Low,None,High,None,Low
Wirt,West Virginia,11,Low,None,None,Medium,High,Low,Low,None,Medium,None,Low
Winston,Mississippi,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Winston,Alabama,12,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Low
Winona,Minnesota,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
Winneshiek,Iowa,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
Winnebago,Iowa,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Winnebago,Wisconsin,12,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,High
Winnebago,Illinois,10,Low,None,Low,Medium,Low,None,Low,None,Low,None,High
Winn,Louisiana,12,High,None,Low,Low,Low,Low,Low,None,High,None,Low
Winkler,Texas,8,Low,None,Low,Low,Low,None,Low,None,Medium,None,Low
Windsor,Vermont,13,Low,None,Low,High,Medium,Low,Low,None,Low,None,High
Windham,Connecticut,11,Low,None,Low,Medium,Low,High,Low,None,Low,None,Low
Windham,Vermont,14,Low,None,Low,High,Medium,Medium,Low,None,Low,None,High
Winchester,Virginia,14,Low,None,High,Medium,Medium,None,Low,None,Medium,None,High
Wilson,North Carolina,15,Low,None,Medium,Low,Low,High,Low,None,High,None,High
Wilson,Kansas,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
Wilson,Tennessee,14,Low,None,Medium,Low,Medium,Low,Low,None,High,None,High
Wilson,Texas,12,Low,None,Low,Low,Low,Low,Low,None,High,None,High
Williamson,Tennessee,12,Low,None,Medium,Low,Low,Low,Low,None,Medium,None,High
Williamson,Illinois,12,Low,None,Medium,Medium,Medium,None,Medium,None,Medium,None,Low
Williamson,Texas,14,Low,None,High,Low,Medium,Low,Low,None,Medium,None,High
Williamsburg,Virginia,9,Low,None,None,Low,Low,High,Low,None,Low,None,Low
Williamsburg,South Carolina,13,High,None,Low,Low,Low,High,Medium,None,Low,None,Low
Williams,North Dakota,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Williams,Ohio,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Willacy,Texas,11,Low,None,Low,Low,Low,High,Low,None,Medium,None,Low
Will,Illinois,12,Low,None,High,Medium,Medium,None,Low,None,Medium,None,Low
Wilkinson,Georgia,13,High,None,Low,Low,Low,Medium,Low,None,High,None,Low
Wilkinson,Mississippi,14,Medium,None,Low,Low,High,Medium,Low,None,High,None,Low
Wilkin,Minnesota,10,Low,None,Low,Medium,Low,None,Low,None,Low,None,High
Wilkes,North Carolina,13,Low,None,Low,Low,High,Low,Low,None,High,None,Medium
Wilkes,Georgia,13,Medium,None,Low,Low,Medium,Low,Medium,None,High,None,Low
Wilcox,Alabama,12,Medium,None,Low,Low,Low,Medium,Low,None,High,None,Low
Wilcox,Georgia,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
Wilbarger,Texas,10,Low,None,High,Low,Low,None,Low,None,Medium,None,Low
Wicomico,Maryland,13,Low,None,Low,Low,Low,High,Low,None,Medium,None,High
Wichita,Kansas,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Wichita,Texas,11,Low,None,High,Low,Low,None,Low,None,Low,None,High
Wibaux,Montana,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Whitman,Washington,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
Whitley,Indiana,11,Low,None,Medium,Medium,Low,None,Low,None,High,None,Low
Whitley,Kentucky,15,Medium,None,Low,Medium,High,None,Medium,None,High,None,Medium
Whitfield,Georgia,15,Medium,None,Low,Low,High,Low,Medium,None,High,None,Medium
Whiteside,Illinois,14,Low,None,Medium,Medium,Medium,None,Low,None,High,None,High
White Pine,Nevada,14,High,None,Low,Medium,Low,None,Medium,None,High,None,Medium
White,Indiana,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
White,Tennessee,10,Low,None,Medium,Low,Medium,None,Low,None,Medium,None,Low
White,Illinois,12,Low,None,Medium,Medium,Medium,None,Medium,None,Medium,None,Low
White,Arkansas,13,Low,None,High,Low,Medium,Low,Medium,None,Medium,None,Low
White,Georgia,12,Medium,None,Low,Low,High,None,Low,None,Medium,None,Medium
Wheeler,Nebraska,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
Wheeler,Oregon,12,High,None,None,Medium,Medium,None,Low,Low,Medium,None,Low
Wheeler,Texas,12,High,None,High,Low,Low,None,Low,None,Medium,None,Low
Wheeler,Georgia,13,High,None,Low,Low,Low,High,Low,None,Medium,None,Low
Wheatland,Montana,11,Low,None,Low,High,High,None,Low,None,Low,None,Low
Whatcom,Washington,14,Low,Medium,None,Medium,Low,None,Medium,None,Medium,Medium,Medium
Wharton,Texas,13,Low,None,High,Low,Low,Medium,Low,None,High,None,Low
Wexford,Michigan,10,Low,None,Low,High,Low,None,Low,None,Medium,None,Low
Wetzel,West Virginia,12,Low,None,Low,Medium,High,Medium,Low,None,Low,None,Low
Weston,Wyoming,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Westmoreland,Pennsylvania,14,Low,None,Medium,Medium,High,Low,Low,None,Medium,None,Medium
Westmoreland,Virginia,12,Low,None,Low,Medium,Low,Medium,Low,None,Medium,None,Medium
Westchester,New York,13,Low,None,Low,Medium,Low,Medium,Medium,None,Low,None,High
West Feliciana,Louisiana,14,Low,None,Low,Low,High,High,Low,None,High,None,Low
West Carroll,Louisiana,13,Low,None,High,Low,Low,Medium,Low,None,High,None,Low
West Baton Rouge,Louisiana,15,Low,None,Medium,Low,High,High,Low,None,High,None,Low
Wells,North Dakota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Wells,Indiana,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Weld,Colorado,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
Webster,Iowa,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
Webster,Nebraska,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Webster,West Virginia,11,Low,None,None,High,High,None,Low,None,Low,None,Medium
Webster,Missouri,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Webster,Kentucky,13,Low,None,High,Low,Medium,None,Medium,None,Low,None,High
Webster,Louisiana,12,Medium,None,High,Low,Low,Medium,Low,None,Low,None,Low
Webster,Mississippi,11,Medium,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
Webster,Georgia,12,High,None,Low,Low,Low,High,Low,None,Low,None,Low
Weber,Utah,15,Medium,None,Low,High,Low,None,Medium,None,Medium,Medium,Medium
Webb,Texas,10,Low,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
Weakley,Tennessee,12,Low,None,Medium,Low,Low,None,High,None,High,None,Low
Waynesboro,Virginia,15,Low,None,High,Medium,High,None,Low,None,Medium,None,High
Wayne,Pennsylvania,14,Low,None,Low,High,Medium,Medium,Low,None,Medium,None,Medium
Wayne,Nebraska,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
Wayne,Ohio,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
Wayne,Iowa,13,Low,None,High,Medium,High,None,Low,None,Medium,None,Low
Wayne,Indiana,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
Wayne,West Virginia,15,Medium,None,Low,Medium,High,Low,Low,None,Medium,None,High
Wayne,Illinois,12,Low,None,Medium,Medium,Medium,None,Medium,None,Medium,None,Low
Wayne,Kentucky,13,Low,None,Low,Medium,High,Medium,Low,None,Medium,None,Low
Wayne,Missouri,10,Low,None,Low,Low,Low,Low,Medium,None,Medium,None,Low
Wayne,Utah,12,Low,None,Low,Medium,Medium,None,Medium,None,Medium,Low,Low
Wayne,North Carolina,14,Low,None,Medium,Low,Low,High,Low,None,Medium,None,High
Wayne,Tennessee,11,Low,None,Medium,Low,Low,Low,Medium,None,Medium,None,Low
Wayne,Mississippi,13,High,None,Low,Low,Medium,Medium,Low,None,Medium,None,Low
Wayne,Georgia,14,High,None,Low,Low,Low,High,Low,None,Medium,None,Medium
Wayne,New York,11,Low,None,Low,High,Low,Low,Low,None,Medium,None,Low
Wayne,Michigan,13,Low,None,High,Medium,Low,None,Low,None,Medium,None,High
Waushara,Wisconsin,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
Waupaca,Wisconsin,11,Low,None,Low,Medium,Low,None,Low,None,Medium,None,High
Waukesha,Wisconsin,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
Watonwan,Minnesota,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Watauga,North Carolina,15,Low,None,Low,Medium,High,Medium,Low,None,High,None,Medium
Washtenaw,Michigan,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
Washoe,Nevada,18,High,Low,Low,Medium,Low,None,Medium,Low,High,Medium,Medium
Washita,Oklahoma,11,Low,None,High,Low,Low,None,Low,None,High,None,Low
Washington,Oregon,10,Low,None,Low,Low,Medium,None,Medium,None,Low,None,Medium
Washington,Nebraska,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
Washington,Rhode Island,11,Low,None,None,Medium,Low,Medium,Low,None,Low,None,High
Washington,Maine,10,Low,None,Low,High,Low,Low,Low,None,Low,None,Low
Washington,Idaho,13,High,None,Low,Medium,Low,None,Medium,Low,Low,Low,Low
Washington,Minnesota,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Washington,Vermont,10,Low,None,None,High,Medium,None,Low,None,Low,None,Medium
Washington,Pennsylvania,12,Low,None,Low,Medium,High,Low,Low,None,Low,None,Medium
Washington,New York,11,Low,None,Low,High,Medium,Low,Low,None,Low,None,Low
Washington,Colorado,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Washington,Iowa,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Washington,Arkansas,10,Medium,None,Medium,Low,Medium,None,Low,None,Low,None,Low
Washington,North Carolina,11,Low,None,Low,Low,Low,Medium,Low,None,Low,None,High
Washington,Indiana,11,Low,None,High,Medium,Medium,None,Low,None,Low,None,Low
Washington,Kentucky,10,Low,None,Medium,Medium,Low,Low,Low,None,Low,None,Low
Washington,Kansas,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Washington,Oklahoma,12,Medium,None,High,Low,Low,None,Low,None,Low,None,High
Washington,Missouri,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
Washington,Tennessee,12,Low,None,Low,Medium,High,None,Medium,None,Low,None,Medium
Washington,Virginia,12,Low,None,Low,Medium,High,Low,Medium,None,Low,None,Low
Washington,Maryland,13,Low,None,Medium,Medium,High,Medium,Low,None,Low,None,Low
Washington,Ohio,12,Low,None,Low,Medium,High,Low,Low,None,Low,None,Medium
Washington,Utah,13,High,None,Low,Medium,Low,None,Medium,None,Low,Low,Medium
Washington,Illinois,10,Low,None,Medium,Medium,Low,None,Medium,None,Low,None,Low
Washington,Georgia,11,High,None,Low,Low,Low,Medium,Low,None,Low,None,Low
Washington,Louisiana,17,High,None,High,Low,Medium,High,Low,None,Low,None,High
Washington,Florida,14,High,None,Medium,Low,Low,High,Low,None,Low,None,Medium
Washington,Alabama,13,High,None,Medium,Low,Medium,Medium,Low,None,Low,None,Low
Washington,Mississippi,12,Low,None,High,Low,Medium,Medium,Low,None,Low,None,Low
Washington,Texas,10,Low,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
Washington,Wisconsin,11,Low,None,Medium,Medium,Low,None,Low,None,Low,None,High
Washburn,Wisconsin,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Washakie,Wyoming,11,Medium,None,Low,Medium,Low,None,Medium,None,Low,Low,Low
Waseca,Minnesota,10,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Low
Wasco,Oregon,13,High,None,Low,Medium,Medium,None,Medium,None,Medium,None,Low
Wasatch,Utah,17,Medium,None,None,High,Low,None,Medium,None,High,High,High
Warrick,Indiana,13,Low,None,Medium,Medium,Low,None,Medium,None,Medium,None,High
Warren,New Jersey,12,Low,None,Low,Medium,Low,Medium,Low,None,Low,None,High
Warren,Indiana,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Warren,New York,12,Medium,None,Low,High,Low,Low,Medium,None,Low,None,Low
Warren,Iowa,12,Low,None,High,Medium,Medium,None,Low,None,Low,None,Medium
Warren,Illinois,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Warren,Tennessee,11,Medium,None,Medium,Low,Medium,Low,Low,None,Low,None,Low
Warren,Ohio,12,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,High
Warren,North Carolina,10,Medium,None,Low,Low,Low,Medium,Low,None,Low,None,Low
Warren,Virginia,14,Low,None,Low,Medium,High,Medium,Low,None,Low,None,High
Warren,Missouri,11,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Medium
Warren,Kentucky,11,Low,None,Medium,Low,Low,Low,Low,None,Low,None,High
Warren,Mississippi,15,Low,None,High,Low,High,Medium,Low,None,Low,None,High
Warren,Georgia,11,High,None,Low,Low,Low,Medium,Low,None,Low,None,Low
Warren,Pennsylvania,10,Low,None,Low,High,Medium,None,Low,None,Low,None,Low
Ware,Georgia,14,High,None,Low,Low,Low,High,Low,None,High,None,Low
Ward,North Dakota,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Ward,Texas,7,Low,None,Low,Low,Low,None,Low,None,Low,None,Low
Wapello,Iowa,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
Walworth,South Dakota,10,Low,None,Medium,Medium,Medium,None,Low,None,Low,None,Low
Walworth,Wisconsin,11,Low,None,High,Medium,Low,None,Low,None,Low,None,Medium
Walton,Georgia,12,Low,None,Medium,Low,Medium,Low,Low,None,High,None,Low
Walton,Florida,15,High,None,Medium,Low,Low,High,Low,None,High,None,Low
Walthall,Mississippi,16,High,None,High,Low,Medium,Medium,Low,None,High,None,Low
Walsh,North Dakota,9,Low,None,Low,Medium,Low,None,Low,None,Low,None,Medium
Wallowa,Oregon,13,High,None,Low,Medium,Low,None,Medium,Low,Medium,None,Low
Waller,Texas,15,Low,None,Medium,Low,Low,High,Low,None,High,None,High
Wallace,Kansas,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Walla Walla,Washington,11,Low,None,Low,Medium,Low,None,Medium,Low,Medium,None,Low
Walker,Texas,12,Medium,None,Low,Low,Low,Low,Low,None,High,None,Medium
Walker,Georgia,16,High,None,Medium,Low,High,None,Medium,None,High,None,Medium
Walker,Alabama,17,Medium,None,High,Low,High,Medium,Medium,None,High,None,Low
Waldo,Maine,11,Low,None,None,High,Low,Medium,Medium,None,Low,None,Low
Wakulla,Florida,16,High,None,Low,Low,Low,High,Low,None,High,None,High
Wake,North Carolina,15,Low,None,Medium,Low,Medium,Medium,Low,None,High,None,High
Wahkiakum,Washington,8,Low,None,None,Low,Low,None,High,None,Low,None,Low
Wagoner,Oklahoma,14,Low,None,High,Low,Medium,None,Low,None,High,None,High
Wadena,Minnesota,10,High,None,Low,Medium,Low,None,Low,None,Low,None,Low
Wabaunsee,Kansas,12,Medium,None,Medium,Medium,Low,None,Low,None,High,None,Low
Wabasha,Minnesota,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
Wabash,Indiana,12,Low,None,Medium,Medium,Low,None,Low,None,High,None,Medium
Wabash,Illinois,14,Low,None,High,Medium,Medium,None,Medium,None,High,None,Low
Volusia,Florida,17,High,None,High,None,Low,High,Low,None,High,None,High
Virginia Beach,Virginia,13,Low,None,Medium,Low,Low,High,Low,None,Low,None,High
Vinton,Ohio,11,Low,None,Low,Medium,High,None,Low,None,Medium,None,Low
Vilas,Wisconsin,9,Low,None,Low,High,Low,None,Low,None,Low,None,Low
Vigo,Indiana,11,Low,None,Medium,Medium,Low,None,Low,None,Medium,None,Medium
Victoria,Texas,11,Low,None,Medium,Low,Low,Medium,Low,None,Medium,None,Low
Vernon,Wisconsin,12,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Medium
Vernon,Missouri,9,Low,None,Medium,Low,Low,None,Low,None,Medium,None,Low
Vernon,Louisiana,14,High,None,Medium,Low,Low,Medium,Low,None,Medium,None,Medium
Vermillion,Indiana,9,Low,None,Low,Medium,Low,None,Low,None,Medium,None,Low
Vermilion,Illinois,11,Low,None,Medium,Medium,Medium,None,Low,None,Medium,None,Low
Vermilion,Louisiana,14,Medium,None,Medium,Low,Low,Medium,Low,None,Medium,None,High
Ventura,California,18,High,None,Low,Low,Medium,None,High,High,Medium,None,High
Venango,Pennsylvania,10,Low,None,Low,High,Medium,None,Low,None,Low,None,Low
Vanderburgh,Indiana,15,Low,None,High,Medium,Medium,None,Medium,None,Medium,None,High
Vance,North Carolina,12,Low,None,Low,Low,Medium,Medium,Low,None,High,None,Low
Van Zandt,Texas,11,Low,None,Medium,Low,Low,Low,Low,None,High,None,Low
Van Wert,Ohio,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Van Buren,Iowa,13,Low,None,High,Medium,Medium,None,Low,None,High,None,Low
Van Buren,Tennessee,13,Medium,None,Low,Low,High,None,Medium,None,High,None,Low
Van Buren,Arkansas,13,Low,None,Medium,Low,High,None,Medium,None,High,None,Low
Van Buren,Michigan,12,Low,None,Medium,High,Low,None,Low,None,High,None,Low
Valley,Montana,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Valley,Nebraska,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Valley,Idaho,12,High,None,None,High,Low,None,Medium,None,Low,Low,Low
Valencia,New Mexico,12,Low,None,Low,Medium,Low,None,Medium,None,High,None,Medium
Val Verde,Texas,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
Uvalde,Texas,9,Low,None,Low,Low,Low,Low,Low,None,Medium,None,Low
Utah,Utah,16,High,None,Low,High,Low,None,Medium,None,High,Medium,Low
Upton,Texas,9,Low,None,Low,Low,Low,None,Low,None,High,None,Low
Upson,Georgia,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Upshur,West Virginia,11,Low,None,None,High,High,None,Low,None,Low,None,Medium
Upshur,Texas,12,High,None,Medium,Low,Low,Medium,Low,None,Low,None,Low
Union,Oregon,12,High,None,Low,Medium,Low,None,Medium,Low,Low,None,Low
Union,Iowa,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Union,Pennsylvania,14,Low,None,Low,Medium,High,Medium,Low,None,Low,None,High
Union,Ohio,10,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Medium
Union,New Jersey,15,Low,None,High,Medium,Low,Medium,Medium,None,Low,None,High
Union,South Dakota,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Union,Kentucky,12,Low,None,Medium,Low,Medium,None,Medium,None,Low,None,High
Union,New Mexico,10,Medium,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Union,Indiana,9,Low,None,Medium,Medium,Low,None,Low,None,Low,None,Low
Union,Tennessee,10,Low,None,Low,Low,High,None,Medium,None,Low,None,Low
Union,Illinois,12,Low,None,Medium,Medium,Medium,None,High,None,Low,None,Low
Union,Arkansas,10,Medium,None,Medium,Low,Low,Low,Low,None,Low,None,Low
Union,Florida,13,High,None,Medium,Low,Low,High,Low,None,Low,None,Low
Union,Louisiana,10,Low,None,Medium,Low,Low,Low,Low,None,Low,None,Medium
Union,Georgia,11,Low,None,Low,Low,High,None,Medium,None,Low,None,Medium
Union,South Carolina,14,Medium,None,Medium,Low,High,Medium,Medium,None,Low,None,Low
Union,North Carolina,12,Low,None,Medium,Low,Medium,Medium,Low,None,Low,None,Medium
Union,Mississippi,11,Low,None,Medium,Low,Low,Medium,Medium,None,Low,None,Low
Unicoi,Tennessee,14,Low,None,Low,Medium,High,None,Medium,None,High,None,Medium
Umatilla,Oregon,14,High,None,Low,Medium,Low,None,Medium,Low,Medium,None,Medium
Ulster,New York,13,Low,None,Low,High,Medium,Low,Low,None,Medium,None,Medium
Uintah,Utah,12,Medium,None,Low,Medium,Low,None,Medium,None,High,None,Low
Uinta,Wyoming,14,Medium,None,Low,High,Medium,None,Medium,None,High,None,Low
Tyrrell,North Carolina,13,Medium,None,Low,Low,Low,High,Low,None,Low,None,High
Tyler,West Virginia,14,Low,None,Low,Medium,High,Medium,Low,None,Medium,None,Medium
Tyler,Texas,12,High,None,Low,Low,Low,Medium,Low,None,Medium,None,Low
Twin Falls,Idaho,10,High,None,Low,Medium,Low,None,Low,None,Low,None,Low
Twiggs,Georgia,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Tuscola,Michigan,9,Low,None,Low,Medium,Low,None,Low,None,Low,None,Medium
Tuscarawas,Ohio,11,Low,None,Low,Medium,Medium,None,Low,None,Low,None,High
Tuscaloosa,Alabama,16,Low,None,High,Low,Medium,Medium,Medium,None,High,None,Medium
Turner,South Dakota,11,Low,None,High,Medium,Low,None,Low,None,Medium,None,Low
Turner,Georgia,13,Medium,None,Medium,Low,Low,High,Low,None,Medium,None,Low
Tuolumne,California,16,High,None,Low,High,Low,None,Medium,Medium,High,None,Low
Tunica,Mississippi,16,Low,None,Medium,Low,High,Low,Medium,None,High,None,High
Tulsa,Oklahoma,14,Low,None,High,Low,Medium,None,Low,None,High,None,High
Tulare,California,20,High,Medium,Low,Medium,Low,None,Medium,High,High,None,High
Tucker,West Virginia,14,Low,None,Low,High,High,Low,Low,None,Medium,None,Medium
Trumbull,Ohio,14,Low,None,Medium,High,Medium,Low,Low,None,Low,None,High
Trousdale,Tennessee,15,Low,None,High,Low,Low,Medium,Low,None,High,None,High
Troup,Georgia,13,Low,None,Medium,Low,Low,Medium,Low,None,High,None,Medium
Tripp,South Dakota,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Trinity,California,15,High,None,None,Low,High,None,High,Low,High,None,Low
Trinity,Texas,13,Medium,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Trimble,Kentucky,12,Low,None,Low,Medium,Low,None,Low,None,High,None,High
Trigg,Kentucky,11,Low,None,Medium,Low,Low,None,Medium,None,High,None,Low
Treutlen,Georgia,14,High,None,Medium,Low,Low,Medium,Low,None,High,None,Low
Trempealeau,Wisconsin,10,Low,None,Low,Medium,Medium,None,Low,None,Medium,None,Low
Trego,Kansas,10,Low,None,High,Medium,Low,None,Low,None,Low,None,Low
Treasure,Montana,9,Low,None,Low,Medium,Medium,None,Low,None,Low,None,Low
Travis,Texas,15,Low,None,High,Low,Medium,Low,Low,None,High,None,High
Traverse,Minnesota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Transylvania,North Carolina,14,Low,None,Low,Low,High,Low,Medium,None,High,None,Medium
Traill,North Dakota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Towns,Georgia,13,Low,None,Low,Low,High,None,Medium,None,High,None,Medium
Towner,North Dakota,8,Low,None,Low,Medium,Low,None,Low,None,Low,None,Low
Torrance,New Mexico,11,Low,None,Low,Medium,Medium,None,Low,None,High,None,Low
